O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	Date	Domain Source
51-7021.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-7031.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-7031.00	1.B.1.b	Investigative	OI	3.33	06/2008	Analyst
51-7031.00	1.B.1.c	Artistic	OI	4.67	06/2008	Analyst
51-7031.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-7031.00	1.B.1.e	Enterprising	OI	1.00	06/2008	Analyst
51-7031.00	1.B.1.f	Conventional	OI	4.33	06/2008	Analyst
51-7031.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-7031.00	1.B.1.h	Second Interest High-Point	IH	3.00	06/2008	Analyst
51-7031.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
51-7032.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-7032.00	1.B.1.b	Investigative	OI	4.33	06/2008	Analyst
51-7032.00	1.B.1.c	Artistic	OI	4.00	06/2008	Analyst
51-7032.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-7032.00	1.B.1.e	Enterprising	OI	1.33	06/2008	Analyst
51-7032.00	1.B.1.f	Conventional	OI	4.00	06/2008	Analyst
51-7032.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-7032.00	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
51-7032.00	1.B.1.i	Third Interest High-Point	IH	3.00	06/2008	Analyst
51-7041.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-7041.00	1.B.1.b	Investigative	OI	3.33	06/2008	Analyst
51-7041.00	1.B.1.c	Artistic	OI	1.67	06/2008	Analyst
51-7041.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-7041.00	1.B.1.e	Enterprising	OI	1.00	06/2008	Analyst
51-7041.00	1.B.1.f	Conventional	OI	5.00	06/2008	Analyst
51-7041.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-7041.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-7041.00	1.B.1.i	Third Interest High-Point	IH	2.00	06/2008	Analyst
51-7042.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-7042.00	1.B.1.b	Investigative	OI	3.67	06/2008	Analyst
51-7042.00	1.B.1.c	Artistic	OI	1.67	06/2008	Analyst
51-7042.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-7042.00	1.B.1.e	Enterprising	OI	1.33	06/2008	Analyst
51-7042.00	1.B.1.f	Conventional	OI	4.67	06/2008	Analyst
51-7042.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-7042.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-7042.00	1.B.1.i	Third Interest High-Point	IH	2.00	06/2008	Analyst
51-8011.00	1.B.1.a	Realistic	OI	6.67	06/2008	Analyst
51-8011.00	1.B.1.b	Investigative	OI	1.67	06/2008	Analyst
51-8011.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
51-8011.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-8011.00	1.B.1.e	Enterprising	OI	3.00	06/2008	Analyst
51-8011.00	1.B.1.f	Conventional	OI	4.00	06/2008	Analyst
51-8011.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-8011.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-8011.00	1.B.1.i	Third Interest High-Point	IH	5.00	06/2008	Analyst
51-8012.00	1.B.1.a	Realistic	OI	6.67	06/2008	Analyst
51-8012.00	1.B.1.b	Investigative	OI	5.00	06/2008	Analyst
51-8012.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
51-8012.00	1.B.1.d	Social	OI	1.33	06/2008	Analyst
51-8012.00	1.B.1.e	Enterprising	OI	4.00	06/2008	Analyst
51-8012.00	1.B.1.f	Conventional	OI	4.33	06/2008	Analyst
51-8012.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-8012.00	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
51-8012.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
51-8013.00	1.B.1.a	Realistic	OI	6.33	06/2008	Analyst
51-8013.00	1.B.1.b	Investigative	OI	2.00	06/2008	Analyst
51-8013.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
51-8013.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-8013.00	1.B.1.e	Enterprising	OI	2.33	06/2008	Analyst
51-8013.00	1.B.1.f	Conventional	OI	4.33	06/2008	Analyst
51-8013.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-8013.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-8013.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-8021.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-8021.00	1.B.1.b	Investigative	OI	4.67	06/2008	Analyst
51-8021.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
51-8021.00	1.B.1.d	Social	OI	1.33	06/2008	Analyst
51-8021.00	1.B.1.e	Enterprising	OI	2.33	06/2008	Analyst
51-8021.00	1.B.1.f	Conventional	OI	4.33	06/2008	Analyst
51-8021.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-8021.00	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
51-8021.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
51-8031.00	1.B.1.a	Realistic	OI	6.33	06/2008	Analyst
51-8031.00	1.B.1.b	Investigative	OI	2.33	06/2008	Analyst
51-8031.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
51-8031.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-8031.00	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
51-8031.00	1.B.1.f	Conventional	OI	3.67	06/2008	Analyst
51-8031.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-8031.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-8031.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-8091.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-8091.00	1.B.1.b	Investigative	OI	2.33	06/2008	Analyst
51-8091.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
51-8091.00	1.B.1.d	Social	OI	1.33	06/2008	Analyst
51-8091.00	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
51-8091.00	1.B.1.f	Conventional	OI	3.67	06/2008	Analyst
51-8091.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-8091.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-8091.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-8092.00	1.B.1.a	Realistic	OI	6.33	06/2008	Analyst
51-8092.00	1.B.1.b	Investigative	OI	3.33	06/2008	Analyst
51-8092.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
51-8092.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-8092.00	1.B.1.e	Enterprising	OI	2.67	06/2008	Analyst
51-8092.00	1.B.1.f	Conventional	OI	6.33	06/2008	Analyst
51-8092.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-8092.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-8092.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-8093.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-8093.00	1.B.1.b	Investigative	OI	1.67	06/2008	Analyst
51-8093.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
51-8093.00	1.B.1.d	Social	OI	1.33	06/2008	Analyst
51-8093.00	1.B.1.e	Enterprising	OI	2.33	06/2008	Analyst
51-8093.00	1.B.1.f	Conventional	OI	4.33	06/2008	Analyst
51-8093.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-8093.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-8093.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-8099.01	1.B.1.a	Realistic	OI	6.00	07/2013	Analyst
51-8099.01	1.B.1.b	Investigative	OI	3.00	07/2013	Analyst
51-8099.01	1.B.1.c	Artistic	OI	1.00	07/2013	Analyst
51-8099.01	1.B.1.d	Social	OI	1.33	07/2013	Analyst
51-8099.01	1.B.1.e	Enterprising	OI	2.00	07/2013	Analyst
51-8099.01	1.B.1.f	Conventional	OI	4.00	07/2013	Analyst
51-8099.01	1.B.1.g	First Interest High-Point	IH	1.00	07/2013	Analyst
51-8099.01	1.B.1.h	Second Interest High-Point	IH	6.00	07/2013	Analyst
51-8099.01	1.B.1.i	Third Interest High-Point	IH	2.00	07/2013	Analyst
51-8099.02	1.B.1.a	Realistic	OI	6.00	07/2013	Analyst
51-8099.02	1.B.1.b	Investigative	OI	3.33	07/2013	Analyst
51-8099.02	1.B.1.c	Artistic	OI	1.00	07/2013	Analyst
51-8099.02	1.B.1.d	Social	OI	1.33	07/2013	Analyst
51-8099.02	1.B.1.e	Enterprising	OI	2.00	07/2013	Analyst
51-8099.02	1.B.1.f	Conventional	OI	4.00	07/2013	Analyst
51-8099.02	1.B.1.g	First Interest High-Point	IH	1.00	07/2013	Analyst
51-8099.02	1.B.1.h	Second Interest High-Point	IH	6.00	07/2013	Analyst
51-8099.02	1.B.1.i	Third Interest High-Point	IH	2.00	07/2013	Analyst
51-8099.03	1.B.1.a	Realistic	OI	6.00	07/2013	Analyst
51-8099.03	1.B.1.b	Investigative	OI	3.00	07/2013	Analyst
51-8099.03	1.B.1.c	Artistic	OI	1.00	07/2013	Analyst
51-8099.03	1.B.1.d	Social	OI	1.33	07/2013	Analyst
51-8099.03	1.B.1.e	Enterprising	OI	2.00	07/2013	Analyst
51-8099.03	1.B.1.f	Conventional	OI	4.00	07/2013	Analyst
51-8099.03	1.B.1.g	First Interest High-Point	IH	1.00	07/2013	Analyst
51-8099.03	1.B.1.h	Second Interest High-Point	IH	6.00	07/2013	Analyst
51-8099.03	1.B.1.i	Third Interest High-Point	IH	2.00	07/2013	Analyst
51-8099.04	1.B.1.a	Realistic	OI	6.00	07/2013	Analyst
51-8099.04	1.B.1.b	Investigative	OI	3.00	07/2013	Analyst
51-8099.04	1.B.1.c	Artistic	OI	1.00	07/2013	Analyst
51-8099.04	1.B.1.d	Social	OI	1.33	07/2013	Analyst
51-8099.04	1.B.1.e	Enterprising	OI	1.67	07/2013	Analyst
51-8099.04	1.B.1.f	Conventional	OI	3.67	07/2013	Analyst
51-8099.04	1.B.1.g	First Interest High-Point	IH	1.00	07/2013	Analyst
51-8099.04	1.B.1.h	Second Interest High-Point	IH	6.00	07/2013	Analyst
51-8099.04	1.B.1.i	Third Interest High-Point	IH	2.00	07/2013	Analyst
51-9011.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-9011.00	1.B.1.b	Investigative	OI	2.00	06/2008	Analyst
51-9011.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
51-9011.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-9011.00	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
51-9011.00	1.B.1.f	Conventional	OI	3.33	06/2008	Analyst
51-9011.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9011.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-9011.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-9012.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-9012.00	1.B.1.b	Investigative	OI	4.33	06/2008	Analyst
51-9012.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
51-9012.00	1.B.1.d	Social	OI	1.33	06/2008	Analyst
51-9012.00	1.B.1.e	Enterprising	OI	2.33	06/2008	Analyst
51-9012.00	1.B.1.f	Conventional	OI	5.00	06/2008	Analyst
51-9012.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9012.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-9012.00	1.B.1.i	Third Interest High-Point	IH	2.00	06/2008	Analyst
51-9021.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-9021.00	1.B.1.b	Investigative	OI	3.67	06/2008	Analyst
51-9021.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
51-9021.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-9021.00	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
51-9021.00	1.B.1.f	Conventional	OI	5.00	06/2008	Analyst
51-9021.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9021.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-9021.00	1.B.1.i	Third Interest High-Point	IH	2.00	06/2008	Analyst
51-9022.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-9022.00	1.B.1.b	Investigative	OI	3.33	06/2008	Analyst
51-9022.00	1.B.1.c	Artistic	OI	2.67	06/2008	Analyst
51-9022.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-9022.00	1.B.1.e	Enterprising	OI	1.67	06/2008	Analyst
51-9022.00	1.B.1.f	Conventional	OI	4.33	06/2008	Analyst
51-9022.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9022.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-9022.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-9023.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-9023.00	1.B.1.b	Investigative	OI	3.67	06/2008	Analyst
51-9023.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
51-9023.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-9023.00	1.B.1.e	Enterprising	OI	1.33	06/2008	Analyst
51-9023.00	1.B.1.f	Conventional	OI	4.67	06/2008	Analyst
51-9023.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9023.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-9023.00	1.B.1.i	Third Interest High-Point	IH	2.00	06/2008	Analyst
51-9031.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-9031.00	1.B.1.b	Investigative	OI	2.33	06/2008	Analyst
51-9031.00	1.B.1.c	Artistic	OI	1.67	06/2008	Analyst
51-9031.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-9031.00	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
51-9031.00	1.B.1.f	Conventional	OI	5.33	06/2008	Analyst
51-9031.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9031.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-9031.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-9032.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-9032.00	1.B.1.b	Investigative	OI	1.33	06/2008	Analyst
51-9032.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
51-9032.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-9032.00	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
51-9032.00	1.B.1.f	Conventional	OI	3.00	06/2008	Analyst
51-9032.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9032.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-9032.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-9041.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-9041.00	1.B.1.b	Investigative	OI	3.67	06/2008	Analyst
51-9041.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
51-9041.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-9041.00	1.B.1.e	Enterprising	OI	1.67	06/2008	Analyst
51-9041.00	1.B.1.f	Conventional	OI	5.33	06/2008	Analyst
51-9041.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9041.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-9041.00	1.B.1.i	Third Interest High-Point	IH	2.00	06/2008	Analyst
51-9051.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-9051.00	1.B.1.b	Investigative	OI	2.67	06/2008	Analyst
51-9051.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
51-9051.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-9051.00	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
51-9051.00	1.B.1.f	Conventional	OI	4.00	06/2008	Analyst
51-9051.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9051.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-9051.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-9061.00	1.B.1.a	Realistic	OI	6.33	06/2008	Analyst
51-9061.00	1.B.1.b	Investigative	OI	3.67	06/2008	Analyst
51-9061.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
51-9061.00	1.B.1.d	Social	OI	1.67	06/2008	Analyst
51-9061.00	1.B.1.e	Enterprising	OI	2.67	06/2008	Analyst
51-9061.00	1.B.1.f	Conventional	OI	6.67	06/2008	Analyst
51-9061.00	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
51-9061.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
51-9061.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-9071.01	1.B.1.a	Realistic	OI	6.67	06/2008	Analyst
51-9071.01	1.B.1.b	Investigative	OI	2.67	06/2008	Analyst
51-9071.01	1.B.1.c	Artistic	OI	6.33	06/2008	Analyst
51-9071.01	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-9071.01	1.B.1.e	Enterprising	OI	3.67	06/2008	Analyst
51-9071.01	1.B.1.f	Conventional	OI	2.67	06/2008	Analyst
51-9071.01	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9071.01	1.B.1.h	Second Interest High-Point	IH	3.00	06/2008	Analyst
51-9071.01	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-9071.06	1.B.1.a	Realistic	OI	6.67	06/2008	Analyst
51-9071.06	1.B.1.b	Investigative	OI	3.33	06/2008	Analyst
51-9071.06	1.B.1.c	Artistic	OI	2.00	06/2008	Analyst
51-9071.06	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-9071.06	1.B.1.e	Enterprising	OI	2.33	06/2008	Analyst
51-9071.06	1.B.1.f	Conventional	OI	3.00	06/2008	Analyst
51-9071.06	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9071.06	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
51-9071.06	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-9071.07	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-9071.07	1.B.1.b	Investigative	OI	1.67	06/2008	Analyst
51-9071.07	1.B.1.c	Artistic	OI	3.00	06/2008	Analyst
51-9071.07	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-9071.07	1.B.1.e	Enterprising	OI	1.33	06/2008	Analyst
51-9071.07	1.B.1.f	Conventional	OI	2.33	06/2008	Analyst
51-9071.07	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9071.07	1.B.1.h	Second Interest High-Point	IH	3.00	06/2008	Analyst
51-9071.07	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-9081.00	1.B.1.a	Realistic	OI	6.33	06/2008	Analyst
51-9081.00	1.B.1.b	Investigative	OI	5.00	06/2008	Analyst
51-9081.00	1.B.1.c	Artistic	OI	2.00	06/2008	Analyst
51-9081.00	1.B.1.d	Social	OI	2.67	06/2008	Analyst
51-9081.00	1.B.1.e	Enterprising	OI	1.67	06/2008	Analyst
51-9081.00	1.B.1.f	Conventional	OI	4.33	06/2008	Analyst
51-9081.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9081.00	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
51-9081.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
51-9082.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-9082.00	1.B.1.b	Investigative	OI	4.67	06/2008	Analyst
51-9082.00	1.B.1.c	Artistic	OI	2.33	06/2008	Analyst
51-9082.00	1.B.1.d	Social	OI	4.33	06/2008	Analyst
51-9082.00	1.B.1.e	Enterprising	OI	1.67	06/2008	Analyst
51-9082.00	1.B.1.f	Conventional	OI	3.00	06/2008	Analyst
51-9082.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9082.00	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
51-9082.00	1.B.1.i	Third Interest High-Point	IH	4.00	06/2008	Analyst
51-9083.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-9083.00	1.B.1.b	Investigative	OI	2.33	06/2008	Analyst
51-9083.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
51-9083.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-9083.00	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
51-9083.00	1.B.1.f	Conventional	OI	3.67	06/2008	Analyst
51-9083.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9083.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-9083.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-9111.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-9111.00	1.B.1.b	Investigative	OI	3.00	06/2008	Analyst
51-9111.00	1.B.1.c	Artistic	OI	1.67	06/2008	Analyst
51-9111.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-9111.00	1.B.1.e	Enterprising	OI	1.67	06/2008	Analyst
51-9111.00	1.B.1.f	Conventional	OI	5.33	06/2008	Analyst
51-9111.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9111.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-9111.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-9121.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-9121.00	1.B.1.b	Investigative	OI	3.67	06/2008	Analyst
51-9121.00	1.B.1.c	Artistic	OI	2.00	06/2008	Analyst
51-9121.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-9121.00	1.B.1.e	Enterprising	OI	1.67	06/2008	Analyst
51-9121.00	1.B.1.f	Conventional	OI	4.67	06/2008	Analyst
51-9121.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9121.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-9121.00	1.B.1.i	Third Interest High-Point	IH	2.00	06/2008	Analyst
51-9122.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-9122.00	1.B.1.b	Investigative	OI	3.33	06/2008	Analyst
51-9122.00	1.B.1.c	Artistic	OI	3.33	06/2008	Analyst
51-9122.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-9122.00	1.B.1.e	Enterprising	OI	1.33	06/2008	Analyst
51-9122.00	1.B.1.f	Conventional	OI	4.33	06/2008	Analyst
51-9122.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9122.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-9122.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-9123.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-9123.00	1.B.1.b	Investigative	OI	1.33	06/2008	Analyst
51-9123.00	1.B.1.c	Artistic	OI	2.67	06/2008	Analyst
51-9123.00	1.B.1.d	Social	OI	1.33	06/2008	Analyst
51-9123.00	1.B.1.e	Enterprising	OI	1.67	06/2008	Analyst
51-9123.00	1.B.1.f	Conventional	OI	2.67	06/2008	Analyst
51-9123.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9123.00	1.B.1.h	Second Interest High-Point	IH	0.00	06/2008	Analyst
51-9123.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-9141.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-9141.00	1.B.1.b	Investigative	OI	4.33	06/2008	Analyst
51-9141.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
51-9141.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-9141.00	1.B.1.e	Enterprising	OI	2.33	06/2008	Analyst
51-9141.00	1.B.1.f	Conventional	OI	5.00	06/2008	Analyst
51-9141.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9141.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-9141.00	1.B.1.i	Third Interest High-Point	IH	2.00	06/2008	Analyst
51-9151.00	1.B.1.a	Realistic	OI	4.33	07/2013	Analyst
51-9151.00	1.B.1.b	Investigative	OI	2.00	07/2013	Analyst
51-9151.00	1.B.1.c	Artistic	OI	2.67	07/2013	Analyst
51-9151.00	1.B.1.d	Social	OI	2.00	07/2013	Analyst
51-9151.00	1.B.1.e	Enterprising	OI	2.00	07/2013	Analyst
51-9151.00	1.B.1.f	Conventional	OI	6.33	07/2013	Analyst
51-9151.00	1.B.1.g	First Interest High-Point	IH	6.00	07/2013	Analyst
51-9151.00	1.B.1.h	Second Interest High-Point	IH	1.00	07/2013	Analyst
51-9151.00	1.B.1.i	Third Interest High-Point	IH	0.00	07/2013	Analyst
51-9191.00	1.B.1.a	Realistic	OI	6.67	06/2008	Analyst
51-9191.00	1.B.1.b	Investigative	OI	1.33	06/2008	Analyst
51-9191.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
51-9191.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-9191.00	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
51-9191.00	1.B.1.f	Conventional	OI	3.67	06/2008	Analyst
51-9191.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9191.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-9191.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-9192.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-9192.00	1.B.1.b	Investigative	OI	1.33	06/2008	Analyst
51-9192.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
51-9192.00	1.B.1.d	Social	OI	1.00	06/2008	Analyst
51-9192.00	1.B.1.e	Enterprising	OI	1.33	06/2008	Analyst
51-9192.00	1.B.1.f	Conventional	OI	2.67	06/2008	Analyst
51-9192.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
51-9192.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
51-9192.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
51-9193.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
51-9193.00	1.B.1.b	Investigative	OI	4.00	06/2008	Analyst
