O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
47-4099.03	1.C.1.b	Persistence	IM	3.57	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
47-4099.03	1.C.1.c	Initiative	IM	3.80	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
47-4099.03	1.C.2.b	Leadership	IM	3.23	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
47-4099.03	1.C.3.a	Cooperation	IM	4.03	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
47-4099.03	1.C.3.b	Concern for Others	IM	4.03	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
47-4099.03	1.C.3.c	Social Orientation	IM	3.37	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
47-4099.03	1.C.4.a	Self Control	IM	4.28	29	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
47-4099.03	1.C.4.b	Stress Tolerance	IM	3.83	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
47-4099.03	1.C.4.c	Adaptability/Flexibility	IM	3.97	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
47-4099.03	1.C.5.a	Dependability	IM	4.47	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
47-4099.03	1.C.5.b	Attention to Detail	IM	4.37	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
47-4099.03	1.C.5.c	Integrity	IM	4.30	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
47-4099.03	1.C.6	Independence	IM	3.53	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
47-4099.03	1.C.7.a	Innovation	IM	3.48	29	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
47-4099.03	1.C.7.b	Analytical Thinking	IM	3.79	29	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
47-5011.00	1.C.1.a	Achievement/Effort	IM	3.66	23	0.18	3.28	4.03	N	06/2006	Incumbent
47-5011.00	1.C.1.b	Persistence	IM	3.71	23	0.19	3.31	4.11	N	06/2006	Incumbent
47-5011.00	1.C.1.c	Initiative	IM	3.68	22	0.19	3.29	4.07	N	06/2006	Incumbent
47-5011.00	1.C.2.b	Leadership	IM	3.75	23	0.16	3.42	4.08	N	06/2006	Incumbent
47-5011.00	1.C.3.a	Cooperation	IM	4.05	22	0.14	3.77	4.34	N	06/2006	Incumbent
47-5011.00	1.C.3.b	Concern for Others	IM	3.88	22	0.21	3.44	4.33	N	06/2006	Incumbent
47-5011.00	1.C.3.c	Social Orientation	IM	3.52	22	0.21	3.08	3.96	N	06/2006	Incumbent
47-5011.00	1.C.4.a	Self Control	IM	3.83	22	0.19	3.44	4.23	N	06/2006	Incumbent
47-5011.00	1.C.4.b	Stress Tolerance	IM	3.93	22	0.16	3.59	4.26	N	06/2006	Incumbent
47-5011.00	1.C.4.c	Adaptability/Flexibility	IM	3.73	22	0.16	3.40	4.07	N	06/2006	Incumbent
47-5011.00	1.C.5.a	Dependability	IM	4.30	22	0.16	3.97	4.63	N	06/2006	Incumbent
47-5011.00	1.C.5.b	Attention to Detail	IM	3.80	22	0.14	3.51	4.10	N	06/2006	Incumbent
47-5011.00	1.C.5.c	Integrity	IM	3.69	23	0.23	3.21	4.17	N	06/2006	Incumbent
47-5011.00	1.C.6	Independence	IM	3.64	23	0.35	2.92	4.37	N	06/2006	Incumbent
47-5011.00	1.C.7.a	Innovation	IM	3.52	23	0.26	2.98	4.05	N	06/2006	Incumbent
47-5011.00	1.C.7.b	Analytical Thinking	IM	3.57	23	0.19	3.18	3.95	N	06/2006	Incumbent
47-5012.00	1.C.1.a	Achievement/Effort	IM	3.73	23	0.36	2.99	4.47	N	12/2005	Incumbent
47-5012.00	1.C.1.b	Persistence	IM	3.82	23	0.21	3.38	4.26	N	12/2005	Incumbent
47-5012.00	1.C.1.c	Initiative	IM	4.11	23	0.26	3.58	4.65	N	12/2005	Incumbent
47-5012.00	1.C.2.b	Leadership	IM	4.30	23	0.22	3.83	4.76	N	12/2005	Incumbent
47-5012.00	1.C.3.a	Cooperation	IM	4.13	22	0.29	3.53	4.73	N	12/2005	Incumbent
47-5012.00	1.C.3.b	Concern for Others	IM	3.59	22	0.34	2.87	4.30	N	12/2005	Incumbent
47-5012.00	1.C.3.c	Social Orientation	IM	3.22	22	0.27	2.67	3.77	N	12/2005	Incumbent
47-5012.00	1.C.4.a	Self Control	IM	3.97	22	0.30	3.34	4.60	N	12/2005	Incumbent
47-5012.00	1.C.4.b	Stress Tolerance	IM	4.08	22	0.28	3.51	4.66	N	12/2005	Incumbent
47-5012.00	1.C.4.c	Adaptability/Flexibility	IM	3.92	22	0.26	3.39	4.45	N	12/2005	Incumbent
47-5012.00	1.C.5.a	Dependability	IM	4.49	22	0.26	3.95	5.00	N	12/2005	Incumbent
47-5012.00	1.C.5.b	Attention to Detail	IM	4.37	22	0.30	3.75	4.99	N	12/2005	Incumbent
47-5012.00	1.C.5.c	Integrity	IM	4.05	23	0.35	3.32	4.78	N	12/2005	Incumbent
47-5012.00	1.C.6	Independence	IM	3.37	22	0.30	2.75	4.00	N	12/2005	Incumbent
47-5012.00	1.C.7.a	Innovation	IM	3.57	23	0.36	2.82	4.33	N	12/2005	Incumbent
47-5012.00	1.C.7.b	Analytical Thinking	IM	3.97	23	0.28	3.39	4.56	N	12/2005	Incumbent
47-5013.00	1.C.1.a	Achievement/Effort	IM	3.99	16	0.11	3.76	4.22	N	07/2013	Incumbent
47-5013.00	1.C.1.b	Persistence	IM	4.12	16	0.16	3.78	4.46	N	07/2013	Incumbent
47-5013.00	1.C.1.c	Initiative	IM	4.22	16	0.13	3.94	4.51	N	07/2013	Incumbent
47-5013.00	1.C.2.b	Leadership	IM	4.19	16	0.27	3.62	4.76	N	07/2013	Incumbent
47-5013.00	1.C.3.a	Cooperation	IM	3.94	16	0.35	3.19	4.69	N	07/2013	Incumbent
47-5013.00	1.C.3.b	Concern for Others	IM	3.71	16	0.51	2.63	4.79	N	07/2013	Incumbent
47-5013.00	1.C.3.c	Social Orientation	IM	3.47	16	0.15	3.16	3.79	N	07/2013	Incumbent
47-5013.00	1.C.4.a	Self Control	IM	4.03	16	0.19	3.63	4.43	N	07/2013	Incumbent
47-5013.00	1.C.4.b	Stress Tolerance	IM	3.88	16	0.16	3.55	4.21	N	07/2013	Incumbent
47-5013.00	1.C.4.c	Adaptability/Flexibility	IM	3.95	16	0.10	3.74	4.17	N	07/2013	Incumbent
47-5013.00	1.C.5.a	Dependability	IM	4.48	16	0.09	4.30	4.66	N	07/2013	Incumbent
47-5013.00	1.C.5.b	Attention to Detail	IM	4.13	16	0.22	3.66	4.60	N	07/2013	Incumbent
47-5013.00	1.C.5.c	Integrity	IM	3.09	15	0.37	2.29	3.88	N	07/2013	Incumbent
47-5013.00	1.C.6	Independence	IM	3.86	16	0.15	3.55	4.17	N	07/2013	Incumbent
47-5013.00	1.C.7.a	Innovation	IM	3.34	16	0.29	2.72	3.95	N	07/2013	Incumbent
47-5013.00	1.C.7.b	Analytical Thinking	IM	3.39	16	0.29	2.78	4.00	N	07/2013	Incumbent
47-5021.00	1.C.1.a	Achievement/Effort	IM	3.58	17	0.22	3.12	4.04	N	07/2017	Incumbent
47-5021.00	1.C.1.b	Persistence	IM	3.70	17	0.36	2.94	4.46	N	07/2017	Incumbent
47-5021.00	1.C.1.c	Initiative	IM	3.81	17	0.35	3.06	4.56	N	07/2017	Incumbent
47-5021.00	1.C.2.b	Leadership	IM	3.31	17	0.29	2.71	3.92	N	07/2017	Incumbent
47-5021.00	1.C.3.a	Cooperation	IM	3.47	17	0.22	3.01	3.94	N	07/2017	Incumbent
47-5021.00	1.C.3.b	Concern for Others	IM	3.72	17	0.21	3.29	4.16	N	07/2017	Incumbent
47-5021.00	1.C.3.c	Social Orientation	IM	3.11	17	0.40	2.28	3.95	N	07/2017	Incumbent
47-5021.00	1.C.4.a	Self Control	IM	3.73	17	0.47	2.73	4.73	N	07/2017	Incumbent
47-5021.00	1.C.4.b	Stress Tolerance	IM	3.87	17	0.32	3.18	4.55	N	07/2017	Incumbent
47-5021.00	1.C.4.c	Adaptability/Flexibility	IM	4.00	17	0.30	3.37	4.63	N	07/2017	Incumbent
47-5021.00	1.C.5.a	Dependability	IM	4.37	17	0.21	3.93	4.82	N	07/2017	Incumbent
47-5021.00	1.C.5.b	Attention to Detail	IM	4.34	17	0.24	3.84	4.85	N	07/2017	Incumbent
47-5021.00	1.C.5.c	Integrity	IM	3.52	17	0.30	2.89	4.15	N	07/2017	Incumbent
47-5021.00	1.C.6	Independence	IM	3.77	17	0.31	3.11	4.43	N	07/2017	Incumbent
47-5021.00	1.C.7.a	Innovation	IM	3.63	17	0.28	3.04	4.22	N	07/2017	Incumbent
47-5021.00	1.C.7.b	Analytical Thinking	IM	3.58	17	0.34	2.84	4.31	N	07/2017	Incumbent
47-5031.00	1.C.1.a	Achievement/Effort	IM	3.71	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5031.00	1.C.1.b	Persistence	IM	3.63	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5031.00	1.C.1.c	Initiative	IM	4.00	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5031.00	1.C.2.b	Leadership	IM	3.83	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5031.00	1.C.3.a	Cooperation	IM	4.00	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5031.00	1.C.3.b	Concern for Others	IM	3.67	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5031.00	1.C.3.c	Social Orientation	IM	2.83	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5031.00	1.C.4.a	Self Control	IM	4.38	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5031.00	1.C.4.b	Stress Tolerance	IM	4.21	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5031.00	1.C.4.c	Adaptability/Flexibility	IM	4.08	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5031.00	1.C.5.a	Dependability	IM	4.46	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5031.00	1.C.5.b	Attention to Detail	IM	4.67	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5031.00	1.C.5.c	Integrity	IM	4.46	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5031.00	1.C.6	Independence	IM	3.63	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5031.00	1.C.7.a	Innovation	IM	3.42	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5031.00	1.C.7.b	Analytical Thinking	IM	3.96	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5041.00	1.C.1.a	Achievement/Effort	IM	3.79	29	0.20	3.39	4.20	N	07/2016	Incumbent
47-5041.00	1.C.1.b	Persistence	IM	3.71	29	0.17	3.36	4.06	N	07/2016	Incumbent
47-5041.00	1.C.1.c	Initiative	IM	4.06	29	0.20	3.65	4.47	N	07/2016	Incumbent
47-5041.00	1.C.2.b	Leadership	IM	3.73	29	0.16	3.40	4.05	N	07/2016	Incumbent
47-5041.00	1.C.3.a	Cooperation	IM	3.71	29	0.27	3.16	4.26	N	07/2016	Incumbent
47-5041.00	1.C.3.b	Concern for Others	IM	3.79	29	0.26	3.26	4.31	N	07/2016	Incumbent
47-5041.00	1.C.3.c	Social Orientation	IM	3.35	29	0.27	2.80	3.90	N	07/2016	Incumbent
47-5041.00	1.C.4.a	Self Control	IM	3.84	29	0.18	3.47	4.21	N	07/2016	Incumbent
47-5041.00	1.C.4.b	Stress Tolerance	IM	3.82	29	0.17	3.46	4.17	N	07/2016	Incumbent
47-5041.00	1.C.4.c	Adaptability/Flexibility	IM	3.81	28	0.23	3.33	4.29	N	07/2016	Incumbent
47-5041.00	1.C.5.a	Dependability	IM	4.16	29	0.21	3.74	4.59	N	07/2016	Incumbent
47-5041.00	1.C.5.b	Attention to Detail	IM	4.28	29	0.20	3.87	4.68	N	07/2016	Incumbent
47-5041.00	1.C.5.c	Integrity	IM	3.53	29	0.20	3.11	3.95	N	07/2016	Incumbent
47-5041.00	1.C.6	Independence	IM	3.88	29	0.25	3.37	4.38	N	07/2016	Incumbent
47-5041.00	1.C.7.a	Innovation	IM	3.39	29	0.30	2.78	3.99	N	07/2016	Incumbent
47-5041.00	1.C.7.b	Analytical Thinking	IM	3.28	29	0.20	2.87	3.69	N	07/2016	Incumbent
47-5042.00	1.C.1.a	Achievement/Effort	IM	3.29	19	0.36	2.54	4.05	N	07/2005	Incumbent
47-5042.00	1.C.1.b	Persistence	IM	3.74	19	0.29	3.12	4.35	N	07/2005	Incumbent
47-5042.00	1.C.1.c	Initiative	IM	3.97	18	0.17	3.61	4.33	N	07/2005	Incumbent
47-5042.00	1.C.2.b	Leadership	IM	3.21	19	0.29	2.60	3.82	N	07/2005	Incumbent
47-5042.00	1.C.3.a	Cooperation	IM	3.87	20	0.30	3.24	4.49	N	07/2005	Incumbent
47-5042.00	1.C.3.b	Concern for Others	IM	3.49	20	0.25	2.96	4.02	N	07/2005	Incumbent
47-5042.00	1.C.3.c	Social Orientation	IM	3.39	20	0.34	2.69	4.10	N	07/2005	Incumbent
47-5042.00	1.C.4.a	Self Control	IM	3.95	20	0.24	3.44	4.46	N	07/2005	Incumbent
47-5042.00	1.C.4.b	Stress Tolerance	IM	3.67	20	0.21	3.23	4.11	N	07/2005	Incumbent
47-5042.00	1.C.4.c	Adaptability/Flexibility	IM	3.59	20	0.29	2.98	4.20	N	07/2005	Incumbent
47-5042.00	1.C.5.a	Dependability	IM	4.12	20	0.24	3.61	4.63	N	07/2005	Incumbent
47-5042.00	1.C.5.b	Attention to Detail	IM	3.86	20	0.22	3.41	4.31	N	07/2005	Incumbent
47-5042.00	1.C.5.c	Integrity	IM	3.52	20	0.36	2.77	4.27	N	07/2005	Incumbent
47-5042.00	1.C.6	Independence	IM	3.26	20	0.30	2.63	3.89	N	07/2005	Incumbent
47-5042.00	1.C.7.a	Innovation	IM	3.11	20	0.28	2.52	3.71	N	07/2005	Incumbent
47-5042.00	1.C.7.b	Analytical Thinking	IM	3.54	20	0.30	2.91	4.17	N	07/2005	Incumbent
47-5051.00	1.C.1.a	Achievement/Effort	IM	3.39	16	0.26	2.84	3.94	N	06/2008	Incumbent
47-5051.00	1.C.1.b	Persistence	IM	3.26	16	0.25	2.72	3.80	N	06/2008	Incumbent
47-5051.00	1.C.1.c	Initiative	IM	3.14	16	0.33	2.45	3.84	N	06/2008	Incumbent
47-5051.00	1.C.2.b	Leadership	IM	2.92	16	0.43	2.01	3.83	N	06/2008	Incumbent
47-5051.00	1.C.3.a	Cooperation	IM	3.43	16	0.26	2.87	3.99	N	06/2008	Incumbent
47-5051.00	1.C.3.b	Concern for Others	IM	3.45	16	0.35	2.71	4.18	N	06/2008	Incumbent
47-5051.00	1.C.3.c	Social Orientation	IM	3.69	15	0.42	2.78	4.60	N	06/2008	Incumbent
47-5051.00	1.C.4.a	Self Control	IM	3.42	16	0.35	2.68	4.16	N	06/2008	Incumbent
47-5051.00	1.C.4.b	Stress Tolerance	IM	3.08	16	0.27	2.50	3.67	N	06/2008	Incumbent
47-5051.00	1.C.4.c	Adaptability/Flexibility	IM	3.13	15	0.36	2.35	3.91	N	06/2008	Incumbent
47-5051.00	1.C.5.a	Dependability	IM	4.19	16	0.28	3.60	4.78	N	06/2008	Incumbent
47-5051.00	1.C.5.b	Attention to Detail	IM	3.42	16	0.24	2.91	3.93	N	06/2008	Incumbent
47-5051.00	1.C.5.c	Integrity	IM	3.88	15	0.27	3.31	4.46	N	06/2008	Incumbent
47-5051.00	1.C.6	Independence	IM	3.94	16	0.26	3.40	4.49	N	06/2008	Incumbent
47-5051.00	1.C.7.a	Innovation	IM	3.17	15	0.43	2.24	4.09	N	06/2008	Incumbent
47-5051.00	1.C.7.b	Analytical Thinking	IM	3.13	15	0.38	2.32	3.95	N	06/2008	Incumbent
47-5061.00	1.C.1.a	Achievement/Effort	IM	3.55	15	0.20	3.12	3.98	N	07/2017	Incumbent
47-5061.00	1.C.1.b	Persistence	IM	3.31	15	0.35	2.56	4.05	N	07/2017	Incumbent
47-5061.00	1.C.1.c	Initiative	IM	3.64	15	0.23	3.15	4.12	N	07/2017	Incumbent
47-5061.00	1.C.2.b	Leadership	IM	3.73	15	0.37	2.92	4.53	N	07/2017	Incumbent
47-5061.00	1.C.3.a	Cooperation	IM	3.90	16	0.18	3.50	4.29	N	07/2017	Incumbent
47-5061.00	1.C.3.b	Concern for Others	IM	3.83	16	0.11	3.60	4.07	N	07/2017	Incumbent
47-5061.00	1.C.3.c	Social Orientation	IM	3.33	16	0.29	2.72	3.94	N	07/2017	Incumbent
47-5061.00	1.C.4.a	Self Control	IM	3.83	16	0.34	3.10	4.56	N	07/2017	Incumbent
47-5061.00	1.C.4.b	Stress Tolerance	IM	3.57	16	0.42	2.68	4.47	N	07/2017	Incumbent
47-5061.00	1.C.4.c	Adaptability/Flexibility	IM	3.75	16	0.36	2.98	4.53	N	07/2017	Incumbent
47-5061.00	1.C.5.a	Dependability	IM	4.36	16	0.19	3.95	4.77	N	07/2017	Incumbent
47-5061.00	1.C.5.b	Attention to Detail	IM	4.37	16	0.30	3.73	5.00	N	07/2017	Incumbent
47-5061.00	1.C.5.c	Integrity	IM	3.83	16	0.15	3.50	4.16	N	07/2017	Incumbent
47-5061.00	1.C.6	Independence	IM	3.32	16	0.11	3.09	3.55	N	07/2017	Incumbent
47-5061.00	1.C.7.a	Innovation	IM	3.09	16	0.42	2.19	3.99	N	07/2017	Incumbent
47-5061.00	1.C.7.b	Analytical Thinking	IM	3.13	16	0.49	2.10	4.17	N	07/2017	Incumbent
47-5071.00	1.C.1.a	Achievement/Effort	IM	3.24	23	0.16	2.90	3.58	N	07/2011	Incumbent
47-5071.00	1.C.1.b	Persistence	IM	3.24	23	0.34	2.53	3.96	N	07/2011	Incumbent
47-5071.00	1.C.1.c	Initiative	IM	3.35	23	0.27	2.79	3.92	N	07/2011	Incumbent
47-5071.00	1.C.2.b	Leadership	IM	2.73	23	0.44	1.81	3.65	N	07/2011	Incumbent
47-5071.00	1.C.3.a	Cooperation	IM	3.69	23	0.21	3.25	4.14	N	07/2011	Incumbent
47-5071.00	1.C.3.b	Concern for Others	IM	3.68	23	0.30	3.05	4.30	N	07/2011	Incumbent
47-5071.00	1.C.3.c	Social Orientation	IM	3.12	23	0.35	2.40	3.85	N	07/2011	Incumbent
47-5071.00	1.C.4.a	Self Control	IM	3.52	23	0.34	2.82	4.23	N	07/2011	Incumbent
47-5071.00	1.C.4.b	Stress Tolerance	IM	3.53	23	0.31	2.88	4.18	N	07/2011	Incumbent
47-5071.00	1.C.4.c	Adaptability/Flexibility	IM	3.43	23	0.28	2.85	4.01	N	07/2011	Incumbent
47-5071.00	1.C.5.a	Dependability	IM	4.06	23	0.29	3.46	4.66	N	07/2011	Incumbent
47-5071.00	1.C.5.b	Attention to Detail	IM	3.91	23	0.30	3.29	4.54	N	07/2011	Incumbent
47-5071.00	1.C.5.c	Integrity	IM	3.82	23	0.22	3.36	4.28	N	07/2011	Incumbent
47-5071.00	1.C.6	Independence	IM	3.06	23	0.29	2.46	3.65	N	07/2011	Incumbent
47-5071.00	1.C.7.a	Innovation	IM	2.63	23	0.31	2.00	3.27	N	07/2011	Incumbent
47-5071.00	1.C.7.b	Analytical Thinking	IM	3.06	23	0.33	2.37	3.75	N	07/2011	Incumbent
47-5081.00	1.C.1.a	Achievement/Effort	IM	3.71	16	0.43	2.79	4.63	N	08/2018	Incumbent
47-5081.00	1.C.1.b	Persistence	IM	3.59	16	0.16	3.25	3.93	N	08/2018	Incumbent
47-5081.00	1.C.1.c	Initiative	IM	4.00	16	0.23	3.50	4.50	N	08/2018	Incumbent
47-5081.00	1.C.2.b	Leadership	IM	3.46	16	0.32	2.77	4.15	N	08/2018	Incumbent
47-5081.00	1.C.3.a	Cooperation	IM	3.86	16	0.19	3.47	4.26	N	08/2018	Incumbent
47-5081.00	1.C.3.b	Concern for Others	IM	3.41	16	0.33	2.70	4.11	N	08/2018	Incumbent
47-5081.00	1.C.3.c	Social Orientation	IM	2.96	16	0.33	2.25	3.67	N	08/2018	Incumbent
47-5081.00	1.C.4.a	Self Control	IM	3.47	16	0.42	2.56	4.37	N	08/2018	Incumbent
47-5081.00	1.C.4.b	Stress Tolerance	IM	3.39	16	0.36	2.62	4.16	N	08/2018	Incumbent
47-5081.00	1.C.4.c	Adaptability/Flexibility	IM	3.65	16	0.30	3.02	4.29	N	08/2018	Incumbent
47-5081.00	1.C.5.a	Dependability	IM	4.17	16	0.08	3.99	4.34	N	08/2018	Incumbent
47-5081.00	1.C.5.b	Attention to Detail	IM	3.88	16	0.37	3.10	4.66	N	08/2018	Incumbent
47-5081.00	1.C.5.c	Integrity	IM	3.46	16	0.30	2.82	4.10	N	08/2018	Incumbent
47-5081.00	1.C.6	Independence	IM	3.40	16	0.28	2.81	3.99	N	08/2018	Incumbent
47-5081.00	1.C.7.a	Innovation	IM	3.12	16	0.24	2.60	3.64	N	08/2018	Incumbent
47-5081.00	1.C.7.b	Analytical Thinking	IM	3.02	16	0.39	2.18	3.86	N	08/2018	Incumbent
49-1011.00	1.C.1.a	Achievement/Effort	IM	4.01	57	0.16	3.69	4.34	N	07/2013	Incumbent
49-1011.00	1.C.1.b	Persistence	IM	4.07	58	0.15	3.77	4.36	N	07/2013	Incumbent
49-1011.00	1.C.1.c	Initiative	IM	4.24	58	0.14	3.95	4.52	N	07/2013	Incumbent
49-1011.00	1.C.2.b	Leadership	IM	4.58	58	0.10	4.39	4.78	N	07/2013	Incumbent
49-1011.00	1.C.3.a	Cooperation	IM	4.35	57	0.12	4.11	4.59	N	07/2013	Incumbent
49-1011.00	1.C.3.b	Concern for Others	IM	4.04	57	0.15	3.74	4.34	N	07/2013	Incumbent
49-1011.00	1.C.3.c	Social Orientation	IM	3.81	57	0.17	3.48	4.14	N	07/2013	Incumbent
49-1011.00	1.C.4.a	Self Control	IM	4.47	57	0.11	4.24	4.70	N	07/2013	Incumbent
49-1011.00	1.C.4.b	Stress Tolerance	IM	4.56	57	0.10	4.36	4.77	N	07/2013	Incumbent
49-1011.00	1.C.4.c	Adaptability/Flexibility	IM	4.26	56	0.15	3.97	4.55	N	07/2013	Incumbent
49-1011.00	1.C.5.a	Dependability	IM	4.55	57	0.10	4.35	4.74	N	07/2013	Incumbent
49-1011.00	1.C.5.b	Attention to Detail	IM	4.56	57	0.10	4.36	4.76	N	07/2013	Incumbent
49-1011.00	1.C.5.c	Integrity	IM	4.45	57	0.15	4.15	4.75	N	07/2013	Incumbent
49-1011.00	1.C.6	Independence	IM	4.02	57	0.18	3.66	4.37	N	07/2013	Incumbent
49-1011.00	1.C.7.a	Innovation	IM	3.95	57	0.17	3.60	4.29	N	07/2013	Incumbent
49-1011.00	1.C.7.b	Analytical Thinking	IM	4.08	57	0.14	3.80	4.36	N	07/2013	Incumbent
49-2011.00	1.C.1.a	Achievement/Effort	IM	3.62	22	0.18	3.25	4.00	N	07/2015	Incumbent
49-2011.00	1.C.1.b	Persistence	IM	4.08	22	0.24	3.58	4.59	N	07/2015	Incumbent
49-2011.00	1.C.1.c	Initiative	IM	3.81	22	0.32	3.14	4.48	N	07/2015	Incumbent
49-2011.00	1.C.2.b	Leadership	IM	2.78	22	0.23	2.30	3.26	N	07/2015	Incumbent
49-2011.00	1.C.3.a	Cooperation	IM	3.19	22	0.29	2.59	3.78	N	07/2015	Incumbent
49-2011.00	1.C.3.b	Concern for Others	IM	2.90	22	0.42	2.03	3.76	N	07/2015	Incumbent
49-2011.00	1.C.3.c	Social Orientation	IM	2.02	22	0.23	1.54	2.49	N	07/2015	Incumbent
49-2011.00	1.C.4.a	Self Control	IM	3.65	22	0.38	2.85	4.44	N	07/2015	Incumbent
49-2011.00	1.C.4.b	Stress Tolerance	IM	3.63	22	0.34	2.92	4.34	N	07/2015	Incumbent
49-2011.00	1.C.4.c	Adaptability/Flexibility	IM	3.76	21	0.23	3.27	4.24	N	07/2015	Incumbent
49-2011.00	1.C.5.a	Dependability	IM	4.09	22	0.37	3.33	4.85	N	07/2015	Incumbent
49-2011.00	1.C.5.b	Attention to Detail	IM	4.48	22	0.13	4.21	4.75	N	07/2015	Incumbent
49-2011.00	1.C.5.c	Integrity	IM	3.75	22	0.17	3.40	4.10	N	07/2015	Incumbent
49-2011.00	1.C.6	Independence	IM	4.12	22	0.22	3.67	4.57	N	07/2015	Incumbent
49-2011.00	1.C.7.a	Innovation	IM	3.30	21	0.44	2.37	4.22	N	07/2015	Incumbent
49-2011.00	1.C.7.b	Analytical Thinking	IM	4.29	22	0.21	3.86	4.72	N	07/2015	Incumbent
49-2021.00	1.C.1.a	Achievement/Effort	IM	3.86	16	0.20	3.42	4.30	N	07/2013	Incumbent
49-2021.00	1.C.1.b	Persistence	IM	4.05	16	0.17	3.69	4.42	N	07/2013	Incumbent
49-2021.00	1.C.1.c	Initiative	IM	4.20	16	0.21	3.75	4.65	N	07/2013	Incumbent
49-2021.00	1.C.2.b	Leadership	IM	3.81	16	0.29	3.20	4.42	N	07/2013	Incumbent
49-2021.00	1.C.3.a	Cooperation	IM	4.16	16	0.11	3.92	4.40	N	07/2013	Incumbent
49-2021.00	1.C.3.b	Concern for Others	IM	3.67	16	0.14	3.37	3.97	N	07/2013	Incumbent
49-2021.00	1.C.3.c	Social Orientation	IM	3.00	16	0.23	2.50	3.50	N	07/2013	Incumbent
49-2021.00	1.C.4.a	Self Control	IM	3.98	16	0.17	3.61	4.34	N	07/2013	Incumbent
49-2021.00	1.C.4.b	Stress Tolerance	IM	4.25	16	0.10	4.03	4.47	N	07/2013	Incumbent
49-2021.00	1.C.4.c	Adaptability/Flexibility	IM	3.86	16	0.31	3.20	4.53	N	07/2013	Incumbent
49-2021.00	1.C.5.a	Dependability	IM	4.52	16	0.14	4.23	4.82	N	07/2013	Incumbent
49-2021.00	1.C.5.b	Attention to Detail	IM	4.61	16	0.16	4.27	4.95	N	07/2013	Incumbent
49-2021.00	1.C.5.c	Integrity	IM	4.44	15	0.14	4.13	4.75	N	07/2013	Incumbent
49-2021.00	1.C.6	Independence	IM	3.94	15	0.23	3.44	4.43	N	07/2013	Incumbent
49-2021.00	1.C.7.a	Innovation	IM	3.86	15	0.35	3.11	4.62	N	07/2013	Incumbent
49-2021.00	1.C.7.b	Analytical Thinking	IM	4.24	15	0.23	3.75	4.72	N	07/2013	Incumbent
49-2021.01	1.C.1.a	Achievement/Effort	IM	3.67	16	0.16	3.34	4.01	N	08/2018	Incumbent
49-2021.01	1.C.1.b	Persistence	IM	3.85	16	0.28	3.25	4.44	N	08/2018	Incumbent
49-2021.01	1.C.1.c	Initiative	IM	4.17	16	0.33	3.46	4.88	N	08/2018	Incumbent
49-2021.01	1.C.2.b	Leadership	IM	3.72	16	0.26	3.17	4.27	N	08/2018	Incumbent
49-2021.01	1.C.3.a	Cooperation	IM	4.11	16	0.14	3.81	4.40	N	08/2018	Incumbent
49-2021.01	1.C.3.b	Concern for Others	IM	3.81	16	0.15	3.49	4.14	N	08/2018	Incumbent
49-2021.01	1.C.3.c	Social Orientation	IM	2.89	16	0.18	2.51	3.27	N	08/2018	Incumbent
49-2021.01	1.C.4.a	Self Control	IM	4.15	16	0.13	3.88	4.43	N	08/2018	Incumbent
49-2021.01	1.C.4.b	Stress Tolerance	IM	3.99	16	0.11	3.75	4.22	N	08/2018	Incumbent
