NASA Class Code,NASA Specialty Title,NCC,OPM Series Title,OPMSeries,OPM,NCC GRP NUM,NCC Group,Skill Mix Group,OPM SERIES NUMBER,OPM SERIES TITLE ,SUPERVISORY FEDERAL SECTOR JOB GROUP,NON-SUPERVISORY FEDERAL SECTOR JOB GROUP,2010 SOC CODE,2010 EEO TABULATION (CENSUS) CODE,2010 EEO TABULATION (CENSUS) OCCUPATION TITLE,
610-06,Contract Termination Specialist,610-06 Contract Termination Specialist,Contract Termination Specialist,GS-1102-0,GS-1102-0 Contract Termination Specialist,610,Contract and Procurement,PROF ADMIN,1102,CONTRACTING,1,2,13-1023,530,"PURCHASING AGENTS, EXCEPT WHOLESALE, RETAIL, & FARM PRODUCTS",
611-03,Procurement Analyst,611-03 Procurement Analyst,Procurement Analyst,GS-1102-0,GS-1102-0 Procurement Analyst,611,Contract and Procurement,PROF ADMIN,1102,CONTRACTING,1,2,13-1023,530,"PURCHASING AGENTS, EXCEPT WHOLESALE, RETAIL, & FARM PRODUCTS",
615-01,Industrial Property Management Specialist,615-01 Industrial Property Management Specialist,Industrial Property Management Specialist,GS-1103-0,GS-1103-0 Industrial Property Management Specialist,615,Property and Supply,PROF ADMIN,1103,INDUSTRIAL PROPERTY MANAGEMENT ,1,2,Nov-41,410,"PROPERTY, REAL ESTATE, & COMMUNITY ASSOCIATION MANAGERS",
615-02,Industrial Property Clearance Specialist,615-02 Industrial Property Clearance Specialist,Industrial Property Clearance Specialist,GS-1103-0,GS-1103-0 Industrial Property Clearance Specialist,615,Property and Supply,PROF ADMIN,1103,INDUSTRIAL PROPERTY MANAGEMENT ,1,2,Nov-41,410,"PROPERTY, REAL ESTATE, & COMMUNITY ASSOCIATION MANAGERS",
615-03,Industrial Property Management Officer,615-03 Industrial Property Management Officer,Industrial Property Management Officer,GS-1103-0,GS-1103-0 Industrial Property Management Officer,615,Property and Supply,PROF ADMIN,1103,INDUSTRIAL PROPERTY MANAGEMENT ,1,2,Nov-41,410,"PROPERTY, REAL ESTATE, & COMMUNITY ASSOCIATION MANAGERS",
616-01,Property Disposal Specialist,616-01 Property Disposal Specialist,Property Disposal Specialist,GS-1104-0,GS-1104-0 Property Disposal Specialist,616,Property and Supply,PROF ADMIN,1104,PROPERTY DISPOSAL,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",
616-02,Property Disposal Officer,616-02 Property Disposal Officer,Property Disposal Officer,GS-1104-0,GS-1104-0 Property Disposal Officer,616,Property and Supply,PROF ADMIN,1104,PROPERTY DISPOSAL,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",
570-01,Purchasing Agent (OA),570-01 Purchasing Agent (OA),Purchasing Agent (OA),GS-1105-0,GS-1105-0 Purchasing Agent (OA),570,"Procuremen, Supply, Equipment, and Facilities Clerk",CLERICAL,1105,PURCHASING ,1,2,13-1023,530,"PURCHASING AGENTS, EXCEPT WHOLESALE, RETAIL, & FARM PRODUCTS",
570-02,Procurement Technician,570-02 Procurement Technician,Procurement Technician,GS-1106-0,GS-1106-0 Procurement Technician,570,"Procuremen, Supply, Equipment, and Facilities Clerk",CLERICAL,1106,PROCUREMENT CLERICAL & TECHNICIAN,1,5,43-3061,5150,PROCUREMENT CLERKS,
570-05,Procurement Clerk,570-05 Procurement Clerk,Procurement Clerk,GS-1106-0,GS-1106-0 Procurement Clerk,570,"Procuremen, Supply, Equipment, and Facilities Clerk",CLERICAL,1106,PROCUREMENT CLERICAL & TECHNICIAN,1,5,43-3061,5150,PROCUREMENT CLERKS,
576-01,Property Disposal Technician,576-01 Property Disposal Technician,Property Disposal Technician,GS-1107-0,GS-1107-0 Property Disposal Technician,576,"Procuremen, Supply, Equipment, and Facilities Clerk",CLERICAL,1107,PROPERTY DISPOSAL CLERICAL & TECHNICIAN,1,5,43-9XXX,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS",
612-01,Grants Management Specialist,612-01 Grants Management Specialist,Grants Management Specialist,GS-1109-0,GS-1109-0 Grants Management Specialist,612,Contract and Procurement,PROF ADMIN,1109,GRANTS MANAGEMENT,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",
683-01,International Trade Specialist,683-01 International Trade Specialist,International Trade Specialist,GS-1140-0,GS-1140-0 International Trade Specialist,683,Business and Industry,PROF ADMIN,1140,TRADE SPECIALIST,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",
681-01,Industrial Specialist,681-01 Industrial Specialist,Industrial Specialist,GS-1150-0,GS-1150-0 Industrial Specialist,681,Business and Industry,PROF ADMIN,1150,INDUSTRIAL SPECIALIST,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
380-01,Production Controller,380-01 Production Controller,Production Controller,GS-1152,GS-1152 Production Controller,380,Production Planning and Control,TECH,1152,PRODUCTION CONTROL ,1,5,Nov-51,140,INDUSTRIAL PRODUCTION MANAGERS,
380-02,Production Controller (Aerospace),380-02 Production Controller (Aerospace),Production Controller (Aerospace),GS-1152-0,GS-1152-0 Production Controller (Aerospace),380,Production Planning and Control,TECH,1152,PRODUCTION CONTROL ,1,5,Nov-51,140,INDUSTRIAL PRODUCTION MANAGERS,
617-01,Realty Specialist,617-01 Realty Specialist,Realty Specialist,GS-1170-0,GS-1170-0 Realty Specialist,617,Property and Supply,PROF ADMIN,1170,REALTY ,1,4,41-9020,4920#,REAL ESTATE BROKERS AND SALES AGENTS#,
617-04,Realty Officer,617-04 Realty Officer,Realty Officer,GS-1170-0,GS-1170-0 Realty Officer,617,Property and Supply,PROF ADMIN,1170,REALTY ,1,4,41-9020,4920#,REAL ESTATE BROKERS AND SALES AGENTS#,
617-02,Building Manager,617-02 Building Manager,Building Manager,GS-1176-0,GS-1176-0 Building Manager,617,Property and Supply,PROF ADMIN,1176,BUILDING MANAGEMENT,1,2,Nov-41,410,"PROPERTY, REAL ESTATE, & COMMUNITY ASSOCIATION MANAGERS",
617-03,Building Management Specialist,617-03 Building Management Specialist,Building Management Specialist,GS-1176-0,GS-1176-0 Building Management Specialist,617,Property and Supply,PROF ADMIN,1176,BUILDING MANAGEMENT,1,2,Nov-41,410,"PROPERTY, REAL ESTATE, & COMMUNITY ASSOCIATION MANAGERS",
540-11,Student Trainee (Business and Industry),540-11 Student Trainee (Business and Industry),Student Trainee (Business and Industry),GS-1199-0,GS-1199-0 Student Trainee (Business and Industry),540,Student Trainee Admin,CLERICAL,1199,BUSINESS & INDUSTRY STUDENT TRAINEE,1,5*,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",
540-12,Student Trainee (Procurement),540-12 Student Trainee (Procurement),Student Trainee (Procurement),GS-1199-0,GS-1199-0 Student Trainee (Procurement),540,Student Trainee Admin,CLERICAL,1199,BUSINESS & INDUSTRY STUDENT TRAINEE,1,5*,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",
699-94,Student Trainee (Procurement),699-94 Student Trainee (Procurement),Student Trainee (Procurement),GS-1199-0,GS-1199-0 Student Trainee (Procurement),699,Misc Specialty,PROF ADMIN,1199,BUSINESS & INDUSTRY STUDENT TRAINEE,1,5*,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",
591-04,Patent Technician,591-04 Patent Technician,Patent Technician,GS-1202-0,GS-1202-0 Patent Technician,591,Legal Admin and Clerical,CLERICAL,1202,PATENT TECHNICIAN ,1,5,23-2090,2160,MISCELLANEOUS LEGAL SUPPORT WORKERS,
663-01,Patent Adviser,663-01 Patent Adviser,Patent Adviser,GS-1221-0,GS-1221-0 Patent Adviser,663,"Legal, Legislative, and Patent",PROF ADMIN,1221,PATENT ADVISER ,1,5,23-2090,2160,MISCELLANEOUS LEGAL SUPPORT WORKERS,
662-01,Patent Attorney,662-01 Patent Attorney,Patent Attorney,GS-1222-0,GS-1222-0 Patent Attorney,662,"Legal, Legislative, and Patent",PROF ADMIN,1222,PATENT ATTORNEY ,1,2,23-10XX,2100,"LAWYERS, & JUDGES, MAGISTRATES, & OTHER JUDICIAL WORKERS ",
540-13,Student Trainee (Copyright and Patent),540-13 Student Trainee (Copyright and Patent),Student Trainee (Copyright and Patent),GS-1299-0,GS-1299-0 Student Trainee (Copyright and Patent),540,Student Trainee Admin,CLERICAL,1299,COPYRIGHT & PATENT STUDENT TRAINEE,1,5,23-2090,2160,MISCELLANEOUS LEGAL SUPPORT WORKERS,
245-01,Physical Scientist,245-01 Physical Scientist,Physical Scientist,GS-1301,GS-1301 Physical Scientist,245,S&E Non-AST,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
701-40,Solar Systems Analysis,701-40 Solar Systems Analysis,Physical Scientist,GS-1301,GS-1301 Physical Scientist,701,Space Sciences,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
702-02,Earth Sciences Remote Sensing,702-02 Earth Sciences Remote Sensing,Physical Scientist,GS-1301,GS-1301 Physical Scientist,702,Earth Sciences,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
702-03,Climate and Radiation Studies,702-03 Climate and Radiation Studies,Physical Scientist,GS-1301,GS-1301 Physical Scientist,702,Earth Sciences,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
702-04,Atmospheric Chemistry and Dynamics,702-04 Atmospheric Chemistry and Dynamics,Physical Scientist,GS-1301,GS-1301 Physical Scientist,702,Earth Sciences,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
702-06,Atmospheric Measurements,702-06 Atmospheric Measurements,Physical Scientist,GS-1301,GS-1301 Physical Scientist,702,Earth Sciences,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
702-07,Applications Data Management,702-07 Applications Data Management,Physical Scientist,GS-1301,GS-1301 Physical Scientist,702,Earth Sciences,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
702-08,Science Missions,702-08 Science Missions,Physical Scientist,GS-1301,GS-1301 Physical Scientist,702,Earth Sciences,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
702-09,Earth Sciences (Entry-level positions at GS-7 and GS-9 Only.),702-09 Earth Sciences (Entry-level positions at GS-7 and GS-9 Only.),Physical Scientist,GS-1301,GS-1301 Physical Scientist,702,Earth Sciences,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
709-09,Life Sciences and Systems (Entry-level positions at GS-7 and GS-9 Only.),709-09 Life Sciences and Systems (Entry-level positions at GS-7 and GS-9 Only.),Physical Scientist,GS-1301,GS-1301 Physical Scientist,709,Life Sciences and Systems,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
709-31,Chemical and Biological Evolution,709-31 Chemical and Biological Evolution,Physical Scientist,GS-1301,GS-1301 Physical Scientist,709,Life Sciences and Systems,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
709-44,Life Support Studies,709-44 Life Support Studies,Physical Scientist,GS-1301,GS-1301 Physical Scientist,709,Life Sciences and Systems,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
709-60,Biological/Physical Sciences Research,709-60 Biological/Physical Sciences Research,Physical Scientist,GS-1301,GS-1301 Physical Scientist,709,Life Sciences and Systems,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
730-70,Nanotechnology Systems,730-70 Nanotechnology Systems,Physical Scientist,GS-1301,GS-1301 Physical Scientist,730,Measurement and Instrumentation,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
770-11,Science Project Management,770-11 Science Project Management,Physical Scientist,GS-1301,GS-1301 Physical Scientist,770,Management,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
770-29,Physical Science Technical Management,770-29 Physical Science Technical Management,Physical Scientist,GS-1301,GS-1301 Physical Scientist,770,Management,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
770-33,Physical Science Technical Resources Management,770-33 Physical Science Technical Resources Management,Physical Scientist,GS-1301,GS-1301 Physical Scientist,770,Management,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
770-41,Science Technology Utilization and Commercialization,770-41 Science Technology Utilization and Commercialization,Physical Scientist,GS-1301,GS-1301 Physical Scientist,770,Management,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
770-61,Science Program Management,770-61 Science Program Management,Physical Scientist,GS-1301,GS-1301 Physical Scientist,770,Management,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
745-07,Management Astronaut,745-07 Management Astronaut,**,GS-1301**,GS-1301** **,745,Operations,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
745-08,Astronaut,745-08 Astronaut,**,GS-1301**,GS-1301** **,745,Operations,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
745-15,Educator Astronaut,745-15 Educator Astronaut,**,GS-1301**,GS-1301** **,745,Operations,S&E,1301,GENERAL PHYSICAL SCIENCE,1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
250-01,Health Physicist,250-01 Health Physicist,Health Physicist,GS-1306,GS-1306 Health Physicist,250,S&E Non-AST,S&E,1306,HEALTH PHYSICS ,1,2,19-2010,1700,ASTRONOMERS & PHYSICISTS,
251-01,Physicist,251-01 Physicist,Physicist,GS-1310,GS-1310 Physicist,251,S&E Non-AST,S&E,1310,PHYSICS,1,2,19-2010,1700,ASTRONOMERS & PHYSICISTS,
710-68,Basic Properties of Gases,710-68 Basic Properties of Gases,Physicist,GS-1310,GS-1310 Physicist,710,Fluid and Flight Mechanics,S&E,1310,PHYSICS,1,2,19-2010,1700,ASTRONOMERS & PHYSICISTS,
715-20,Basic Properties of Materials,715-20 Basic Properties of Materials,Physicist,GS-1310,GS-1310 Physicist,715,Materials and Structures,S&E,1310,PHYSICS,1,2,19-2010,1700,ASTRONOMERS & PHYSICISTS,
730-15,Optical Physics,730-15 Optical Physics,Physicist,GS-1310,GS-1310 Physicist,730,Measurement and Instrumentation,S&E,1310,PHYSICS,1,2,19-2010,1700,ASTRONOMERS & PHYSICISTS,
730-57,Electronics of Materials,730-57 Electronics of Materials,Physicist,GS-1310,GS-1310 Physicist,730,Measurement and Instrumentation,S&E,1310,PHYSICS,1,2,19-2010,1700,ASTRONOMERS & PHYSICISTS,
730-65,Microwave Physical Electronics,730-65 Microwave Physical Electronics,Physicist,GS-1310,GS-1310 Physicist,730,Measurement and Instrumentation,S&E,1310,PHYSICS,1,2,19-2010,1700,ASTRONOMERS & PHYSICISTS,
325-02,Physical Science Technician,325-02 Physical Science Technician,Physical Science Technician,GS-1311,GS-1311 Physical Science Technician,325,Misc Tech,TECH,1311,PHYSICAL SCIENCE TECHNICIAN,1,3,19-40YY,1965,"MISCELLANEOUS LIFE, PHYSICAL, & SOCIAL SCIENCE TECHNICIANS, INCLUDING SOCIAL SCIENCE RESEARCH ASSISTANTS#",
702-12,Solid Earth Geophysical Studies,702-12 Solid Earth Geophysical Studies,Geophysicist,GS-1313,GS-1313 Geophysicist,702,Earth Sciences,S&E,1313,GEOPHYSICS,1,2,19-2040,1740,ENVIRONMENTAL SCIENTISTS & GEOSCIENTISTS,
252-01,Chemist,252-01 Chemist,Chemist,GS-1320,GS-1320 Chemist,252,S&E Non-AST,S&E,1320,CHEMISTRY ,1,2,19-2030,1720,CHEMISTS & MATERIALS SCIENTISTS,
702-05,Earth Biosphere Studies,702-05 Earth Biosphere Studies,Chemist,GS-1320,GS-1320 Chemist,702,Earth Sciences,S&E,1320,CHEMISTRY ,1,2,19-2030,1720,CHEMISTS & MATERIALS SCIENTISTS,
253-01,Metallurgist,253-01 Metallurgist,Metallurgist,GS-1321,GS-1321 Metallurgist,253,S&E Non-AST,S&E,1321,METALLURGY,1,2,19-2030,1720,CHEMISTS & MATERIALS SCIENTISTS,
701-05,Atmospheres and Ionospheres,701-05 Atmospheres and Ionospheres,Astrophysicist,GS-1330,GS-1330 Astrophysicist,701,Space Sciences,S&E,1330,ASTRONOMY & SPACE SCIENCE,1,2,19-2010,1700,ASTRONOMERS & PHYSICISTS,
701-09,Space Sciences,701-09 Space Sciences,Space Scientist,GS-1330,GS-1330 Space Scientist,701,Space Sciences,S&E,1330,ASTRONOMY & SPACE SCIENCE,1,2,19-2010,1700,ASTRONOMERS & PHYSICISTS,
701-15,Fields and Particles,701-15 Fields and Particles,Astrophysicist,GS-1330,GS-1330 Astrophysicist,701,Space Sciences,S&E,1330,ASTRONOMY & SPACE SCIENCE,1,2,19-2010,1700,ASTRONOMERS & PHYSICISTS,
701-20,"Stellar, Galactic, and Extragalactic Astrophysics","701-20 Stellar, Galactic, and Extragalactic Astrophysics",Astrophysicist,GS-1330,GS-1330 Astrophysicist,701,Space Sciences,S&E,1330,ASTRONOMY & SPACE SCIENCE,1,2,19-2010,1700,ASTRONOMERS & PHYSICISTS,
701-25,Planetary Studies,701-25 Planetary Studies,Space Science,GS-1330,GS-1330 Space Science,701,Space Sciences,S&E,1330,ASTRONOMY & SPACE SCIENCE,1,2,19-2010,1700,ASTRONOMERS & PHYSICISTS,
701-35,Solar and Solar Terrestrial Studies,701-35 Solar and Solar Terrestrial Studies,Astrophysicist,GS-1330,GS-1330 Astrophysicist,701,Space Sciences,S&E,1330,ASTRONOMY & SPACE SCIENCE,1,2,19-2010,1700,ASTRONOMERS & PHYSICISTS,
254-01,Meteorologist,254-01 Meteorologist,Meteorologist,GS-1340,GS-1340 Meteorologist,254,S&E Non-AST,S&E,1340,METEOROLOGY,1,2,19-2021,1710,ATMOSPHERIC & SPACE SCIENTISTS,
702-11,Meteorological Studies,702-11 Meteorological Studies,Meteorologist,GS-1340,GS-1340 Meteorologist,702,Earth Sciences,S&E,1340,METEOROLOGY,1,2,19-2021,1710,ATMOSPHERIC & SPACE SCIENTISTS,
702-10,Oceanographic Studies,702-10 Oceanographic Studies,Oceanographer,GS-1360,GS-1360 Oceanographer,702,Earth Sciences,S&E,1360,OCEANOGRAPHY ,1,2,19-2040,1740,ENVIRONMENTAL SCIENTISTS & GEOSCIENTISTS,
282-01,Cartographer,282-01 Cartographer,Cartographer,GS-1370,GS-1370 Cartographer,282,S&E Non-AST,S&E,1370,CARTOGRAPHY ,1,2,17-1020,1310,"SURVEYORS, CARTOGRAPHERS, & PHOTOGRAMMETRISTS",
285-01,Photographic Technologist,285-01 Photographic Technologist,Photographic Technologist,GS-1386,GS-1386 Photographic Technologist,285,S&E Non-AST,S&E,1386,PHOTOGRAPHIC TECHNOLOGY (Series Discontinued),1,2,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
340-05,Student Trainee (Physical Sciences),340-05 Student Trainee (Physical Sciences),Student Trainee (Physical Sciences),GS-1399,GS-1399 Student Trainee (Physical Sciences),340,Student Trainee Tech,TECH,1399,PHYSICAL SCIENCE STUDENT TRAINEE,1,3*,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
799-01,Student Trainee (Physical Science),799-01 Student Trainee (Physical Science),Student Trainee (Physical Science),GS-1399,GS-1399 Student Trainee (Physical Science),799,AST Student,S&E,1399,PHYSICAL SCIENCE STUDENT TRAINEE,1,3*,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER",
652-01,Librarian,652-01 Librarian,Librarian,GS-1410-0,GS-1410-0 Librarian,652,Technical Communications,PROF ADMIN,1410,LIBRARIAN,1,2,25-4021,2430,LIBRARIANS,
595-01,Library Technician,595-01 Library Technician,Library Technician,GS-1411-0,GS-1411-0 Library Technician,595,Library,CLERICAL,1411,LIBRARY TECHNICIAN ,1,5*,25-4031,2440,LIBRARY TECHNICIANS,
653-01,Technical Information Specialist,653-01 Technical Information Specialist,Technical Information Specialist,GS-1412-0,GS-1412-0 Technical Information Specialist,653,Technical Communications,PROF ADMIN,1412,TECHNICIAN INFORMATION SERVICES,1,5*,25-4031,2440,LIBRARY TECHNICIANS,
698-01,Archivist,698-01 Archivist,Archivist,GS-1420-0,GS-1420-0 Archivist,698,Misc Specialty,PROF ADMIN,1420,ARCHIVIST ,1,2,25-4010,2400,"ARCHIVISTS, CURATORS & MUSEUM TECHNICIANS",
517-01,Archives Technician,517-01 Archives Technician,Archives Technician,GS-1421-0,GS-1421-0 Archives Technician,517,Specialized Admin Clerical,CLERICAL,1421,ARCHIVES TECHNICIAN,1,5*,25-4010,2400,"ARCHIVISTS, CURATORS & MUSEUM TECHNICIANS",
540-14,Student Trainee (Library and Archives),540-14 Student Trainee (Library and Archives),Student Trainee (Library and Archives),GS-1499-0,GS-1499-0 Student Trainee (Library and Archives),540,Student Trainee Admin,CLERICAL,1499,LIBRARY & ARCHIVES STUDENT TRAINEE,1,5*,25-90XX,2550,"OTHER EDUCATION, TRAINING & LIBRARY WORKERS",
270-02,Mathematician and Statistician,270-02 Mathematician and Statistician,Mathematician and Statistician,GS-1501,GS-1501 Mathematician and Statistician,270,S&E Non-AST,S&E,1501,GENERAL MATHEMATICS AND STATISTICS,1,2,15-20XX,1240,"MISCELLANEOUS MATHEMATICAL SCIENCE OCCUPATIONS, INCLUDING MATHEMATICIANS & STATISTICIANS",
273-01,Operations Research Analyst,273-01 Operations Research Analyst,Operations Research Analyst,GS-1515,GS-1515 Operations Research Analyst,273,S&E Non-AST,S&E,1515,OPERATIONS RESEARCH,1,2,15-2031,1220,OPERATIONS RESEARCH ANALYSTS,
270-01,Mathematician,270-01 Mathematician,Mathematician,GS-1520,GS-1520 Mathematician,270,S&E Non-AST,S&E,1520,MATHEMATICS,1,2,15-20XX,1240,"MISCELLANEOUS MATHEMATICAL SCIENCE OCCUPATIONS, INCLUDING MATHEMATICIANS & STATISTICIANS",
735-25,Engineering Optimization,735-25 Engineering Optimization,Mathematician,GS-1520,GS-1520 Mathematician,735,Data Systems and Analysis,S&E,1520,MATHEMATICS,1,2,15-20XX,1240,"MISCELLANEOUS MATHEMATICAL SCIENCE OCCUPATIONS, INCLUDING MATHEMATICIANS & STATISTICIANS",
320-01,Mathematics Technician,320-01 Mathematics Technician,Mathematics Technician,GS-1521,GS-1521 Mathematics Technician,320,Misc Tech,TECH,1521,MATHEMATICS TECHNICIAN,1,3*,15-20XX,1240,"MISCELLANEOUS MATHEMATICAL SCIENCE OCCUPATIONS, INCLUDING MATHEMATICIANS & STATISTICIANS",
320-02,Mathematics Aid,320-02 Mathematics Aid,Mathematics Aid,GS-1521,GS-1521 Mathematics Aid,320,Misc Tech,TECH,1521,MATHEMATICS TECHNICIAN,1,3*,15-20XX,1240,"MISCELLANEOUS MATHEMATICAL SCIENCE OCCUPATIONS, INCLUDING MATHEMATICIANS & STATISTICIANS",
271-01,Mathematical Statistician,271-01 Mathematical Statistician,Mathematical Statistician,GS-1529,GS-1529 Mathematical Statistician,271,S&E Non-AST,S&E,1529,MATHEMATICAL STATISTICS,1,2,15-20XX,1240,"MISCELLANEOUS MATHEMATICAL SCIENCE OCCUPATIONS, INCLUDING MATHEMATICIANS & STATISTICIANS",
272-01,Statistician,272-01 Statistician,Statistician,GS-1530,GS-1530 Statistician,272,S&E Non-AST,S&E,1530,STATISTICS,1,2,15-20XX,1240,"MISCELLANEOUS MATHEMATICAL SCIENCE OCCUPATIONS, INCLUDING MATHEMATICIANS & STATISTICIANS",
514-01,Statistical Assistant,514-01 Statistical Assistant,Statistical Assistant,GS-1531-0,GS-1531-0 Statistical Assistant,514,Specialized Admin Clerical,CLERICAL,1531,STATISTICAL ASSISTANT,1,5,43-9111,5920,STATISTICAL ASSISTANTS,
271-02,Computer Scientist,271-02 Computer Scientist,Computer Scientist,GS-1550,GS-1550 Computer Scientist,271,S&E Non-AST,S&E,1550,COMPUTER SCIENCE,1,2,15-1111,1005,COMPUTER & INFORMATION RESEARCH SCIENTISTS,
735-05,Data Analysis,735-05 Data Analysis,Computer Scientist,GS-1550,GS-1550 Computer Scientist,735,Data Systems and Analysis,S&E,1550,COMPUTER SCIENCE,1,2,15-1111,1005,COMPUTER & INFORMATION RESEARCH SCIENTISTS,
735-16,Computer Research and Development,735-16 Computer Research and Development,Computer Scientist,GS-1550,GS-1550 Computer Scientist,735,Data Systems and Analysis,S&E,1550,COMPUTER SCIENCE,1,2,15-1111,1005,COMPUTER & INFORMATION RESEARCH SCIENTISTS,
340-06,Student Trainee (Mathematics and Statistics),340-06 Student Trainee (Mathematics and Statistics),Student Trainee (Mathematics and Statistics),GS-1599,GS-1599 Student Trainee (Mathematics and Statistics),340,Student Trainee Tech,TECH,1599,MATHEMATICS & STATISTICS STUDENT TRAINEE ,1,3*,15-20XX,1240,"MISCELLANEOUS MATHEMATICAL SCIENCE OCCUPATIONS, INCLUDING MATHEMATICIANS & STATISTICIANS",
690-01,"Equipment, Facilities, and Services Specialist","690-01 Equipment, Facilities, and Services Specialist","Equipment, Facilities, and Services Specialist",GS-1601-0,"GS-1601-0 Equipment, Facilities, and Services Specialist",690,"Equipment, Facilities, and Services",PROF ADMIN,1601,"EQUIPMENT, FACILITIES, & SERVICES",1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",
690-02,Facilities Management Officer,690-02 Facilities Management Officer,Facilities Management Officer,GS-1601-0,GS-1601-0 Facilities Management Officer,690,"Equipment, Facilities, and Services",PROF ADMIN,1601,"EQUIPMENT, FACILITIES, & SERVICES",1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",
690-09,Fabrication Specialist,690-09 Fabrication Specialist,Fabrication Specialist,GS-1601-0,GS-1601-0 Fabrication Specialist,690,"Equipment, Facilities, and Services",PROF ADMIN,1601,"EQUIPMENT, FACILITIES, & SERVICES",1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",
690-10,Test Support Specialist,690-10 Test Support Specialist,Test Support Specialist,GS-1601-0,GS-1601-0 Test Support Specialist,690,"Equipment, Facilities, and Services",PROF ADMIN,1601,"EQUIPMENT, FACILITIES, & SERVICES",1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",
315-10,"Equipment, Facilities, and Services Assistant","315-10 Equipment, Facilities, and Services Assistant","Equipment, Facilities, and Services Assistant",GS-1603,"GS-1603 Equipment, Facilities, and Services Assistant",315,Misc Tech,TECH,1603,EQUIPMENT FACILITIES & SERVICES ASSISTANCE,1,5,43-9XXX,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS",
