O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
47-2021.00	3.A.1	Related Work Experience	RW	11	8.08	16	7.97	0.88	46.43	N	08/2018	Incumbent
47-2021.00	3.A.2	On-Site or In-Plant Training	PT	1	18.61	15	10.12	5.17	48.93	N	08/2018	Incumbent
47-2021.00	3.A.2	On-Site or In-Plant Training	PT	2	0.00	15	0.00	n/a	n/a	N	08/2018	Incumbent
47-2021.00	3.A.2	On-Site or In-Plant Training	PT	3	16.12	15	9.85	3.88	47.82	N	08/2018	Incumbent
47-2021.00	3.A.2	On-Site or In-Plant Training	PT	4	8.79	15	8.66	0.94	49.43	N	08/2018	Incumbent
47-2021.00	3.A.2	On-Site or In-Plant Training	PT	5	5.34	15	5.76	0.49	39.37	N	08/2018	Incumbent
47-2021.00	3.A.2	On-Site or In-Plant Training	PT	6	5.90	15	5.72	0.68	36.39	N	08/2018	Incumbent
47-2021.00	3.A.2	On-Site or In-Plant Training	PT	7	36.45	15	12.14	15.72	63.83	N	08/2018	Incumbent
47-2021.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	15	0.00	n/a	n/a	N	08/2018	Incumbent
47-2021.00	3.A.2	On-Site or In-Plant Training	PT	9	8.79	15	8.66	0.94	49.43	N	08/2018	Incumbent
47-2021.00	3.A.3	On-the-Job Training	OJ	1	16.53	14	10.10	3.92	49.04	N	08/2018	Incumbent
47-2021.00	3.A.3	On-the-Job Training	OJ	2	0.00	14	0.00	n/a	n/a	Y	08/2018	Incumbent
47-2021.00	3.A.3	On-the-Job Training	OJ	3	7.52	14	6.49	1.07	37.87	N	08/2018	Incumbent
47-2021.00	3.A.3	On-the-Job Training	OJ	4	9.01	14	8.89	0.94	50.76	N	08/2018	Incumbent
47-2021.00	3.A.3	On-the-Job Training	OJ	5	5.47	14	5.92	0.49	40.70	N	08/2018	Incumbent
47-2021.00	3.A.3	On-the-Job Training	OJ	6	6.05	14	5.87	0.69	37.51	N	08/2018	Incumbent
47-2021.00	3.A.3	On-the-Job Training	OJ	7	40.48	14	12.45	18.22	67.49	N	08/2018	Incumbent
47-2021.00	3.A.3	On-the-Job Training	OJ	8	14.93	14	10.66	2.78	51.84	N	08/2018	Incumbent
47-2021.00	3.A.3	On-the-Job Training	OJ	9	0.00	14	0.00	n/a	n/a	Y	08/2018	Incumbent
47-2022.00	2.D.1	Required Level of Education	RL	1	38.10	21	26.30	5.67	86.31	Y	12/2005	Incumbent
47-2022.00	2.D.1	Required Level of Education	RL	2	32.37	21	13.09	12.09	62.48	N	12/2005	Incumbent
47-2022.00	2.D.1	Required Level of Education	RL	3	29.53	21	13.61	9.67	62.11	N	12/2005	Incumbent
47-2022.00	2.D.1	Required Level of Education	RL	4	0.00	21	0.00	n/a	n/a	N	12/2005	Incumbent
47-2022.00	2.D.1	Required Level of Education	RL	5	0.00	21	0.00	n/a	n/a	N	12/2005	Incumbent
47-2022.00	2.D.1	Required Level of Education	RL	6	0.00	21	0.00	n/a	n/a	N	12/2005	Incumbent
47-2022.00	2.D.1	Required Level of Education	RL	7	0.00	21	0.00	n/a	n/a	N	12/2005	Incumbent
47-2022.00	2.D.1	Required Level of Education	RL	8	0.00	21	0.00	n/a	n/a	N	12/2005	Incumbent
47-2022.00	2.D.1	Required Level of Education	RL	9	0.00	21	0.00	n/a	n/a	N	12/2005	Incumbent
47-2022.00	2.D.1	Required Level of Education	RL	10	0.00	21	0.00	n/a	n/a	N	12/2005	Incumbent
47-2022.00	2.D.1	Required Level of Education	RL	11	0.00	21	0.00	n/a	n/a	N	12/2005	Incumbent
47-2022.00	2.D.1	Required Level of Education	RL	12	0.00	21	0.00	n/a	n/a	N	12/2005	Incumbent
47-2022.00	3.A.1	Related Work Experience	RW	1	3.34	24	2.72	0.60	16.46	N	12/2005	Incumbent
47-2022.00	3.A.1	Related Work Experience	RW	2	0.00	24	0.00	n/a	n/a	N	12/2005	Incumbent
47-2022.00	3.A.1	Related Work Experience	RW	3	0.00	24	0.00	n/a	n/a	N	12/2005	Incumbent
47-2022.00	3.A.1	Related Work Experience	RW	4	1.91	24	1.96	0.22	14.45	N	12/2005	Incumbent
47-2022.00	3.A.1	Related Work Experience	RW	5	1.27	24	1.24	0.17	9.08	N	12/2005	Incumbent
47-2022.00	3.A.1	Related Work Experience	RW	6	5.16	24	4.02	0.98	22.92	N	12/2005	Incumbent
47-2022.00	3.A.1	Related Work Experience	RW	7	35.45	24	12.75	14.78	63.49	N	12/2005	Incumbent
47-2022.00	3.A.1	Related Work Experience	RW	8	52.00	24	13.08	26.81	76.21	N	12/2005	Incumbent
47-2022.00	3.A.1	Related Work Experience	RW	9	0.00	24	0.00	n/a	n/a	N	12/2005	Incumbent
47-2022.00	3.A.1	Related Work Experience	RW	10	0.87	24	0.80	0.13	5.66	N	12/2005	Incumbent
47-2022.00	3.A.1	Related Work Experience	RW	11	0.00	24	0.00	n/a	n/a	N	12/2005	Incumbent
47-2022.00	3.A.2	On-Site or In-Plant Training	PT	1	4.96	24	3.72	1.01	21.09	N	12/2005	Incumbent
47-2022.00	3.A.2	On-Site or In-Plant Training	PT	2	1.48	24	1.58	0.16	12.42	N	12/2005	Incumbent
47-2022.00	3.A.2	On-Site or In-Plant Training	PT	3	0.92	24	1.05	0.09	9.11	N	12/2005	Incumbent
47-2022.00	3.A.2	On-Site or In-Plant Training	PT	4	26.16	24	14.27	7.14	62.02	N	12/2005	Incumbent
47-2022.00	3.A.2	On-Site or In-Plant Training	PT	5	1.66	24	1.45	0.27	9.64	N	12/2005	Incumbent
47-2022.00	3.A.2	On-Site or In-Plant Training	PT	6	8.32	24	7.52	1.17	41.09	N	12/2005	Incumbent
47-2022.00	3.A.2	On-Site or In-Plant Training	PT	7	30.20	24	13.34	10.46	61.57	N	12/2005	Incumbent
47-2022.00	3.A.2	On-Site or In-Plant Training	PT	8	26.30	24	23.62	2.79	81.62	Y	12/2005	Incumbent
47-2022.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	24	0.00	n/a	n/a	N	12/2005	Incumbent
47-2022.00	3.A.3	On-the-Job Training	OJ	1	0.92	24	1.05	0.09	9.11	N	12/2005	Incumbent
47-2022.00	3.A.3	On-the-Job Training	OJ	2	3.49	24	2.99	0.57	18.48	N	12/2005	Incumbent
47-2022.00	3.A.3	On-the-Job Training	OJ	3	0.55	24	0.63	0.05	5.74	N	12/2005	Incumbent
47-2022.00	3.A.3	On-the-Job Training	OJ	4	26.30	24	14.23	7.25	61.96	N	12/2005	Incumbent
47-2022.00	3.A.3	On-the-Job Training	OJ	5	10.42	24	8.43	1.76	42.96	N	12/2005	Incumbent
47-2022.00	3.A.3	On-the-Job Training	OJ	6	2.51	24	2.63	0.28	19.19	N	12/2005	Incumbent
47-2022.00	3.A.3	On-the-Job Training	OJ	7	55.13	24	12.62	29.95	77.93	N	12/2005	Incumbent
47-2022.00	3.A.3	On-the-Job Training	OJ	8	0.68	24	0.68	0.09	5.17	N	12/2005	Incumbent
47-2022.00	3.A.3	On-the-Job Training	OJ	9	0.00	24	0.00	n/a	n/a	N	12/2005	Incumbent
47-2031.01	2.D.1	Required Level of Education	RL	1	17.96	44	9.90	5.35	45.89	N	07/2014	Incumbent
47-2031.01	2.D.1	Required Level of Education	RL	2	54.47	44	10.76	33.27	74.17	N	07/2014	Incumbent
47-2031.01	2.D.1	Required Level of Education	RL	3	17.12	44	6.60	7.48	34.55	N	07/2014	Incumbent
47-2031.01	2.D.1	Required Level of Education	RL	4	1.14	44	1.14	0.15	8.17	N	07/2014	Incumbent
47-2031.01	2.D.1	Required Level of Education	RL	5	8.67	44	8.53	1.07	45.46	N	07/2014	Incumbent
47-2031.01	2.D.1	Required Level of Education	RL	6	0.60	44	0.62	0.07	4.68	N	07/2014	Incumbent
47-2031.01	2.D.1	Required Level of Education	RL	7	0.00	44	0.00	n/a	n/a	N	07/2014	Incumbent
47-2031.01	2.D.1	Required Level of Education	RL	8	0.05	44	0.06	0.01	0.45	N	07/2014	Incumbent
47-2031.01	2.D.1	Required Level of Education	RL	9	0.00	44	0.00	n/a	n/a	N	07/2014	Incumbent
47-2031.01	2.D.1	Required Level of Education	RL	10	0.00	44	0.00	n/a	n/a	N	07/2014	Incumbent
47-2031.01	2.D.1	Required Level of Education	RL	11	0.00	44	0.00	n/a	n/a	N	07/2014	Incumbent
47-2031.01	2.D.1	Required Level of Education	RL	12	0.00	44	0.00	n/a	n/a	N	07/2014	Incumbent
47-2031.01	3.A.1	Related Work Experience	RW	1	3.86	44	3.92	0.48	25.26	N	07/2014	Incumbent
47-2031.01	3.A.1	Related Work Experience	RW	2	0.00	44	0.00	n/a	n/a	N	07/2014	Incumbent
47-2031.01	3.A.1	Related Work Experience	RW	3	0.00	44	0.00	n/a	n/a	N	07/2014	Incumbent
47-2031.01	3.A.1	Related Work Experience	RW	4	0.00	44	0.00	n/a	n/a	N	07/2014	Incumbent
47-2031.01	3.A.1	Related Work Experience	RW	5	37.35	44	13.05	16.22	64.74	N	07/2014	Incumbent
47-2031.01	3.A.1	Related Work Experience	RW	6	10.97	44	8.72	2.00	42.73	N	07/2014	Incumbent
47-2031.01	3.A.1	Related Work Experience	RW	7	32.90	44	10.45	15.87	56.02	N	07/2014	Incumbent
47-2031.01	3.A.1	Related Work Experience	RW	8	3.55	44	2.35	0.92	12.80	N	07/2014	Incumbent
47-2031.01	3.A.1	Related Work Experience	RW	9	6.97	44	5.34	1.41	28.26	N	07/2014	Incumbent
47-2031.01	3.A.1	Related Work Experience	RW	10	2.19	44	2.09	0.31	13.82	N	07/2014	Incumbent
47-2031.01	3.A.1	Related Work Experience	RW	11	2.20	44	2.09	0.32	13.79	N	07/2014	Incumbent
47-2031.01	3.A.2	On-Site or In-Plant Training	PT	1	19.31	44	10.27	5.96	47.49	N	07/2014	Incumbent
47-2031.01	3.A.2	On-Site or In-Plant Training	PT	2	14.86	44	9.61	3.64	44.66	N	07/2014	Incumbent
47-2031.01	3.A.2	On-Site or In-Plant Training	PT	3	18.30	44	8.98	6.25	42.94	N	07/2014	Incumbent
47-2031.01	3.A.2	On-Site or In-Plant Training	PT	4	0.15	44	0.12	0.03	0.73	N	07/2014	Incumbent
47-2031.01	3.A.2	On-Site or In-Plant Training	PT	5	19.38	44	8.61	7.34	42.20	N	07/2014	Incumbent
47-2031.01	3.A.2	On-Site or In-Plant Training	PT	6	20.44	44	8.82	7.92	43.41	N	07/2014	Incumbent
47-2031.01	3.A.2	On-Site or In-Plant Training	PT	7	5.27	44	4.03	1.08	22.08	N	07/2014	Incumbent
47-2031.01	3.A.2	On-Site or In-Plant Training	PT	8	2.29	44	2.10	0.35	13.50	N	07/2014	Incumbent
47-2031.01	3.A.2	On-Site or In-Plant Training	PT	9	0.00	44	0.00	n/a	n/a	N	07/2014	Incumbent
47-2031.01	3.A.3	On-the-Job Training	OJ	1	0.08	44	0.09	0.01	0.70	N	07/2014	Incumbent
47-2031.01	3.A.3	On-the-Job Training	OJ	2	18.68	44	11.74	4.61	52.20	N	07/2014	Incumbent
47-2031.01	3.A.3	On-the-Job Training	OJ	3	15.04	44	9.62	3.73	44.70	N	07/2014	Incumbent
47-2031.01	3.A.3	On-the-Job Training	OJ	4	0.94	44	0.82	0.16	5.29	N	07/2014	Incumbent
47-2031.01	3.A.3	On-the-Job Training	OJ	5	31.44	44	12.55	12.41	59.75	N	07/2014	Incumbent
47-2031.01	3.A.3	On-the-Job Training	OJ	6	10.74	44	6.43	3.02	31.75	N	07/2014	Incumbent
47-2031.01	3.A.3	On-the-Job Training	OJ	7	20.69	44	10.72	6.53	49.34	N	07/2014	Incumbent
47-2031.01	3.A.3	On-the-Job Training	OJ	8	2.29	44	2.10	0.35	13.50	N	07/2014	Incumbent
47-2031.01	3.A.3	On-the-Job Training	OJ	9	0.09	44	0.10	0.01	0.77	N	07/2014	Incumbent
47-2031.02	2.D.1	Required Level of Education	RL	1	16.51	26	9.34	4.67	44.40	N	06/2010	Incumbent
47-2031.02	2.D.1	Required Level of Education	RL	2	39.44	26	12.67	17.92	66.01	N	06/2010	Incumbent
47-2031.02	2.D.1	Required Level of Education	RL	3	28.22	26	11.74	10.65	56.47	N	06/2010	Incumbent
47-2031.02	2.D.1	Required Level of Education	RL	4	8.63	26	8.28	1.07	45.07	N	06/2010	Incumbent
47-2031.02	2.D.1	Required Level of Education	RL	5	3.25	26	3.27	0.39	22.23	N	06/2010	Incumbent
47-2031.02	2.D.1	Required Level of Education	RL	6	0.00	26	0.00	n/a	n/a	N	06/2010	Incumbent
47-2031.02	2.D.1	Required Level of Education	RL	7	0.00	26	0.00	n/a	n/a	N	06/2010	Incumbent
47-2031.02	2.D.1	Required Level of Education	RL	8	0.00	26	0.00	n/a	n/a	N	06/2010	Incumbent
47-2031.02	2.D.1	Required Level of Education	RL	9	0.00	26	0.00	n/a	n/a	N	06/2010	Incumbent
47-2031.02	2.D.1	Required Level of Education	RL	10	0.00	26	0.00	n/a	n/a	N	06/2010	Incumbent
47-2031.02	2.D.1	Required Level of Education	RL	11	0.00	26	0.00	n/a	n/a	N	06/2010	Incumbent
47-2031.02	2.D.1	Required Level of Education	RL	12	3.94	26	4.08	0.45	27.36	N	06/2010	Incumbent
47-2031.02	3.A.1	Related Work Experience	RW	1	11.83	26	8.12	2.63	40.01	N	06/2010	Incumbent
47-2031.02	3.A.1	Related Work Experience	RW	2	12.57	26	8.28	2.96	40.43	N	06/2010	Incumbent
47-2031.02	3.A.1	Related Work Experience	RW	3	0.00	26	0.00	n/a	n/a	N	06/2010	Incumbent
47-2031.02	3.A.1	Related Work Experience	RW	4	0.00	26	0.00	n/a	n/a	N	06/2010	Incumbent
47-2031.02	3.A.1	Related Work Experience	RW	5	4.20	26	3.93	0.58	24.65	N	06/2010	Incumbent
47-2031.02	3.A.1	Related Work Experience	RW	6	12.68	26	8.64	2.83	41.99	N	06/2010	Incumbent
47-2031.02	3.A.1	Related Work Experience	RW	7	26.42	26	10.70	10.36	52.73	N	06/2010	Incumbent
47-2031.02	3.A.1	Related Work Experience	RW	8	17.61	26	9.78	5.07	46.12	N	06/2010	Incumbent
47-2031.02	3.A.1	Related Work Experience	RW	9	5.87	26	4.13	1.32	22.50	N	06/2010	Incumbent
47-2031.02	3.A.1	Related Work Experience	RW	10	1.14	26	1.18	0.13	9.03	N	06/2010	Incumbent
47-2031.02	3.A.1	Related Work Experience	RW	11	7.67	26	6.92	1.10	38.30	N	06/2010	Incumbent
47-2031.02	3.A.2	On-Site or In-Plant Training	PT	1	11.83	26	8.12	2.63	40.01	N	06/2010	Incumbent
47-2031.02	3.A.2	On-Site or In-Plant Training	PT	2	17.25	26	10.15	4.60	47.40	N	06/2010	Incumbent
47-2031.02	3.A.2	On-Site or In-Plant Training	PT	3	8.34	26	5.24	2.17	27.17	N	06/2010	Incumbent
47-2031.02	3.A.2	On-Site or In-Plant Training	PT	4	8.63	26	7.58	1.29	40.60	N	06/2010	Incumbent
47-2031.02	3.A.2	On-Site or In-Plant Training	PT	5	9.54	26	5.56	2.72	28.47	N	06/2010	Incumbent
47-2031.02	3.A.2	On-Site or In-Plant Training	PT	6	20.30	26	10.11	6.57	47.99	N	06/2010	Incumbent
47-2031.02	3.A.2	On-Site or In-Plant Training	PT	7	17.56	26	10.05	4.85	47.09	N	06/2010	Incumbent
47-2031.02	3.A.2	On-Site or In-Plant Training	PT	8	6.55	26	4.23	1.66	22.56	N	06/2010	Incumbent
47-2031.02	3.A.2	On-Site or In-Plant Training	PT	9	0.00	26	0.00	n/a	n/a	N	06/2010	Incumbent
47-2031.02	3.A.3	On-the-Job Training	OJ	1	0.00	26	0.00	n/a	n/a	N	06/2010	Incumbent
47-2031.02	3.A.3	On-the-Job Training	OJ	2	24.88	26	9.74	10.17	49.21	N	06/2010	Incumbent
47-2031.02	3.A.3	On-the-Job Training	OJ	3	6.56	26	4.83	1.37	26.21	N	06/2010	Incumbent
47-2031.02	3.A.3	On-the-Job Training	OJ	4	9.76	26	7.57	1.81	38.81	N	06/2010	Incumbent
47-2031.02	3.A.3	On-the-Job Training	OJ	5	22.53	26	8.09	10.07	43.05	N	06/2010	Incumbent
47-2031.02	3.A.3	On-the-Job Training	OJ	6	8.98	26	6.93	1.69	36.12	N	06/2010	Incumbent
47-2031.02	3.A.3	On-the-Job Training	OJ	7	22.71	26	11.37	7.19	52.73	N	06/2010	Incumbent
47-2031.02	3.A.3	On-the-Job Training	OJ	8	4.56	26	3.49	0.91	19.97	N	06/2010	Incumbent
47-2031.02	3.A.3	On-the-Job Training	OJ	9	0.00	26	0.00	n/a	n/a	N	06/2010	Incumbent
47-2041.00	2.D.1	Required Level of Education	RL	1	22.34	27	9.23	8.79	46.19	N	07/2011	Incumbent
47-2041.00	2.D.1	Required Level of Education	RL	2	69.22	27	10.58	44.77	86.19	N	07/2011	Incumbent
47-2041.00	2.D.1	Required Level of Education	RL	3	1.26	27	1.30	0.15	9.81	N	07/2011	Incumbent
47-2041.00	2.D.1	Required Level of Education	RL	4	7.18	27	4.81	1.72	25.45	N	07/2011	Incumbent
47-2041.00	2.D.1	Required Level of Education	RL	5	0.00	27	0.00	n/a	n/a	N	07/2011	Incumbent
47-2041.00	2.D.1	Required Level of Education	RL	6	0.00	27	0.00	n/a	n/a	N	07/2011	Incumbent
47-2041.00	2.D.1	Required Level of Education	RL	7	0.00	27	0.00	n/a	n/a	N	07/2011	Incumbent
47-2041.00	2.D.1	Required Level of Education	RL	8	0.00	27	0.00	n/a	n/a	N	07/2011	Incumbent
47-2041.00	2.D.1	Required Level of Education	RL	9	0.00	27	0.00	n/a	n/a	N	07/2011	Incumbent
47-2041.00	2.D.1	Required Level of Education	RL	10	0.00	27	0.00	n/a	n/a	N	07/2011	Incumbent
47-2041.00	2.D.1	Required Level of Education	RL	11	0.00	27	0.00	n/a	n/a	N	07/2011	Incumbent
47-2041.00	2.D.1	Required Level of Education	RL	12	0.00	27	0.00	n/a	n/a	N	07/2011	Incumbent
47-2041.00	3.A.1	Related Work Experience	RW	1	12.46	27	6.99	3.67	34.71	N	07/2011	Incumbent
47-2041.00	3.A.1	Related Work Experience	RW	2	0.00	27	0.00	n/a	n/a	N	07/2011	Incumbent
47-2041.00	3.A.1	Related Work Experience	RW	3	0.00	27	0.00	n/a	n/a	N	07/2011	Incumbent
47-2041.00	3.A.1	Related Work Experience	RW	4	6.79	27	6.46	0.89	37.26	N	07/2011	Incumbent
47-2041.00	3.A.1	Related Work Experience	RW	5	12.18	27	6.29	3.97	31.73	N	07/2011	Incumbent
47-2041.00	3.A.1	Related Work Experience	RW	6	23.45	27	10.57	8.37	50.68	N	07/2011	Incumbent
47-2041.00	3.A.1	Related Work Experience	RW	7	21.30	27	9.14	8.11	45.35	N	07/2011	Incumbent
47-2041.00	3.A.1	Related Work Experience	RW	8	23.81	27	9.66	9.47	48.30	N	07/2011	Incumbent
47-2041.00	3.A.1	Related Work Experience	RW	9	0.00	27	0.00	n/a	n/a	N	07/2011	Incumbent
47-2041.00	3.A.1	Related Work Experience	RW	10	0.00	27	0.00	n/a	n/a	N	07/2011	Incumbent
47-2041.00	3.A.1	Related Work Experience	RW	11	0.00	27	0.00	n/a	n/a	N	07/2011	Incumbent
47-2041.00	3.A.2	On-Site or In-Plant Training	PT	1	25.70	27	7.33	13.58	43.22	N	07/2011	Incumbent
47-2041.00	3.A.2	On-Site or In-Plant Training	PT	2	7.96	27	6.59	1.34	35.48	N	07/2011	Incumbent
47-2041.00	3.A.2	On-Site or In-Plant Training	PT	3	5.46	27	4.36	1.01	24.70	N	07/2011	Incumbent
47-2041.00	3.A.2	On-Site or In-Plant Training	PT	4	4.12	27	3.83	0.58	23.97	N	07/2011	Incumbent
47-2041.00	3.A.2	On-Site or In-Plant Training	PT	5	7.11	27	6.70	0.94	38.11	N	07/2011	Incumbent
47-2041.00	3.A.2	On-Site or In-Plant Training	PT	6	15.25	27	6.61	5.92	33.97	N	07/2011	Incumbent
47-2041.00	3.A.2	On-Site or In-Plant Training	PT	7	18.13	27	7.93	6.88	39.90	N	07/2011	Incumbent
47-2041.00	3.A.2	On-Site or In-Plant Training	PT	8	14.46	27	8.58	3.91	41.29	N	07/2011	Incumbent
47-2041.00	3.A.2	On-Site or In-Plant Training	PT	9	1.81	27	1.79	0.23	12.70	N	07/2011	Incumbent
47-2041.00	3.A.3	On-the-Job Training	OJ	1	7.11	27	6.70	0.94	38.11	N	07/2011	Incumbent
47-2041.00	3.A.3	On-the-Job Training	OJ	2	1.26	27	1.30	0.15	9.81	N	07/2011	Incumbent
47-2041.00	3.A.3	On-the-Job Training	OJ	3	0.00	27	0.00	n/a	n/a	N	07/2011	Incumbent
47-2041.00	3.A.3	On-the-Job Training	OJ	4	10.91	27	7.36	2.52	36.74	N	07/2011	Incumbent
47-2041.00	3.A.3	On-the-Job Training	OJ	5	12.27	27	7.22	3.40	35.72	N	07/2011	Incumbent
47-2041.00	3.A.3	On-the-Job Training	OJ	6	22.62	27	8.10	10.15	43.07	N	07/2011	Incumbent
47-2041.00	3.A.3	On-the-Job Training	OJ	7	23.63	27	9.86	9.14	48.75	N	07/2011	Incumbent
47-2041.00	3.A.3	On-the-Job Training	OJ	8	20.39	27	9.83	6.87	47.08	N	07/2011	Incumbent
47-2041.00	3.A.3	On-the-Job Training	OJ	9	1.81	27	1.79	0.23	12.70	N	07/2011	Incumbent
47-2042.00	2.D.1	Required Level of Education	RL	1	5.71	24	4.61	1.02	26.22	N	12/2005	Incumbent
47-2042.00	2.D.1	Required Level of Education	RL	2	89.53	24	6.88	65.21	97.50	N	12/2005	Incumbent
47-2042.00	2.D.1	Required Level of Education	RL	3	4.40	24	4.34	0.54	27.98	N	12/2005	Incumbent
47-2042.00	2.D.1	Required Level of Education	RL	4	0.35	24	0.38	0.04	3.25	N	12/2005	Incumbent
47-2042.00	2.D.1	Required Level of Education	RL	5	0.00	24	0.00	n/a	n/a	N	12/2005	Incumbent
47-2042.00	2.D.1	Required Level of Education	RL	6	0.00	24	0.00	n/a	n/a	N	12/2005	Incumbent
47-2042.00	2.D.1	Required Level of Education	RL	7	0.00	24	0.00	n/a	n/a	N	12/2005	Incumbent
47-2042.00	2.D.1	Required Level of Education	RL	8	0.00	24	0.00	n/a	n/a	N	12/2005	Incumbent
47-2042.00	2.D.1	Required Level of Education	RL	9	0.00	24	0.00	n/a	n/a	N	12/2005	Incumbent
47-2042.00	2.D.1	Required Level of Education	RL	10	0.00	24	0.00	n/a	n/a	N	12/2005	Incumbent
47-2042.00	2.D.1	Required Level of Education	RL	11	0.00	24	0.00	n/a	n/a	N	12/2005	Incumbent
47-2042.00	2.D.1	Required Level of Education	RL	12	0.00	24	0.00	n/a	n/a	N	12/2005	Incumbent
47-2042.00	3.A.1	Related Work Experience	RW	1	51.75	24	12.52	27.54	75.16	N	12/2005	Incumbent
47-2042.00	3.A.1	Related Work Experience	RW	2	0.00	24	0.00	n/a	n/a	N	12/2005	Incumbent
47-2042.00	3.A.1	Related Work Experience	RW	3	0.28	24	0.30	0.03	2.55	N	12/2005	Incumbent
47-2042.00	3.A.1	Related Work Experience	RW	4	0.65	24	0.54	0.12	3.53	N	12/2005	Incumbent
47-2042.00	3.A.1	Related Work Experience	RW	5	0.00	24	0.00	n/a	n/a	N	12/2005	Incumbent
47-2042.00	3.A.1	Related Work Experience	RW	6	29.24	24	10.17	13.01	53.32	N	12/2005	Incumbent
47-2042.00	3.A.1	Related Work Experience	RW	7	0.69	24	0.55	0.13	3.56	N	12/2005	Incumbent
47-2042.00	3.A.1	Related Work Experience	RW	8	13.54	24	12.77	1.61	59.93	N	12/2005	Incumbent
47-2042.00	3.A.1	Related Work Experience	RW	9	0.00	24	0.00	n/a	n/a	N	12/2005	Incumbent
47-2042.00	3.A.1	Related Work Experience	RW	10	3.87	24	4.04	0.42	27.59	N	12/2005	Incumbent
47-2042.00	3.A.1	Related Work Experience	RW	11	0.00	24	0.00	n/a	n/a	N	12/2005	Incumbent
47-2042.00	3.A.2	On-Site or In-Plant Training	PT	1	50.68	25	13.60	25.05	75.96	N	12/2005	Incumbent
47-2042.00	3.A.2	On-Site or In-Plant Training	PT	2	1.17	25	0.94	0.22	6.01	N	12/2005	Incumbent
47-2042.00	3.A.2	On-Site or In-Plant Training	PT	3	0.72	25	0.58	0.14	3.73	N	12/2005	Incumbent
47-2042.00	3.A.2	On-Site or In-Plant Training	PT	4	14.27	25	12.16	2.10	56.42	N	12/2005	Incumbent
47-2042.00	3.A.2	On-Site or In-Plant Training	PT	5	1.52	25	1.60	0.17	12.29	N	12/2005	Incumbent
47-2042.00	3.A.2	On-Site or In-Plant Training	PT	6	13.87	25	12.75	1.75	59.32	N	12/2005	Incumbent
47-2042.00	3.A.2	On-Site or In-Plant Training	PT	7	17.78	25	12.41	3.61	55.49	N	12/2005	Incumbent
47-2042.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	25	0.00	n/a	n/a	N	12/2005	Incumbent
47-2042.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	25	0.00	n/a	n/a	N	12/2005	Incumbent
47-2042.00	3.A.3	On-the-Job Training	OJ	1	0.00	25	0.00	n/a	n/a	N	12/2005	Incumbent
47-2042.00	3.A.3	On-the-Job Training	OJ	2	1.03	25	0.89	0.18	5.87	N	12/2005	Incumbent
47-2042.00	3.A.3	On-the-Job Training	OJ	3	14.66	25	12.23	2.23	56.37	N	12/2005	Incumbent
47-2042.00	3.A.3	On-the-Job Training	OJ	4	2.10	25	1.73	0.38	10.83	N	12/2005	Incumbent
47-2042.00	3.A.3	On-the-Job Training	OJ	5	0.41	25	0.44	0.04	3.69	N	12/2005	Incumbent
47-2042.00	3.A.3	On-the-Job Training	OJ	6	5.99	25	4.44	1.24	24.50	N	12/2005	Incumbent
47-2042.00	3.A.3	On-the-Job Training	OJ	7	65.30	25	18.52	25.83	91.05	Y	12/2005	Incumbent
47-2042.00	3.A.3	On-the-Job Training	OJ	8	10.51	25	10.28	1.21	52.86	N	12/2005	Incumbent
47-2042.00	3.A.3	On-the-Job Training	OJ	9	0.00	25	0.00	n/a	n/a	N	12/2005	Incumbent
47-2043.00	2.D.1	Required Level of Education	RL	1	15.32	22	9.30	3.91	44.56	N	06/2008	Incumbent
47-2043.00	2.D.1	Required Level of Education	RL	2	83.56	22	9.53	54.57	95.56	N	06/2008	Incumbent
47-2043.00	2.D.1	Required Level of Education	RL	3	0.80	22	0.64	0.15	4.14	N	06/2008	Incumbent
47-2043.00	2.D.1	Required Level of Education	RL	4	0.00	22	0.00	n/a	n/a	N	06/2008	Incumbent
47-2043.00	2.D.1	Required Level of Education	RL	5	0.32	22	0.34	0.04	2.82	N	06/2008	Incumbent
47-2043.00	2.D.1	Required Level of Education	RL	6	0.00	22	0.00	n/a	n/a	N	06/2008	Incumbent
47-2043.00	2.D.1	Required Level of Education	RL	7	0.00	22	0.00	n/a	n/a	N	06/2008	Incumbent
47-2043.00	2.D.1	Required Level of Education	RL	8	0.00	22	0.00	n/a	n/a	N	06/2008	Incumbent
47-2043.00	2.D.1	Required Level of Education	RL	9	0.00	22	0.00	n/a	n/a	N	06/2008	Incumbent
47-2043.00	2.D.1	Required Level of Education	RL	10	0.00	22	0.00	n/a	n/a	N	06/2008	Incumbent
47-2043.00	2.D.1	Required Level of Education	RL	11	0.00	22	0.00	n/a	n/a	N	06/2008	Incumbent
47-2043.00	2.D.1	Required Level of Education	RL	12	0.00	22	0.00	n/a	n/a	N	06/2008	Incumbent
47-2043.00	3.A.1	Related Work Experience	RW	1	40.06	22	18.00	12.32	76.07	N	06/2008	Incumbent
